,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,url_uno,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,url_otro,Large_apartment,Medium_apartment,Small_apartment,url,cities,Description
146,160,0.59,0,6,17,University of Manchester,https://teleport.org/cities/manchester/,$40.00,$2.40,$78.00,$16.00,https://teleport.org/cities/manchester/,$1500,$1200,$970,https://teleport.org/cities/manchester/,Manchester,"Manchester, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and tolerance.
Manchester is one of the top ten city matches for 1.0% of Teleport users."
147,78,0.14,9,5,No hay dato,No hay dato,https://teleport.org/cities/manila/,$43.00,$0.85,$20.00,$4.40,https://teleport.org/cities/manila/,$870,$630,$390,https://teleport.org/cities/manila/,Manila,"Manila, Philippines, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and leisure & culture.
Manila is one of the top ten city matches for 0.3% of Teleport users."
148,85,0.78,3,31,19,Aix-Marseille University,https://teleport.org/cities/marseille/,$42.00,$2.00,$56.00,$15.00,https://teleport.org/cities/marseille/,$1200,$930,$720,https://teleport.org/cities/marseille/,Marseille,"Marseille, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare."
149,25,No hay dato,26,6,48,University of Antioquia,https://teleport.org/cities/medellin/,$32.00,$0.92,$29.00,$4.50,https://teleport.org/cities/medellin/,$620,$510,$400,https://teleport.org/cities/medellin/,Medellin,"Medellin, Colombia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, safety and tolerance.
Medellin is one of the top ten city matches for 2.8% of Teleport users."
150,56,0.27,1,24,16,University of Melbourne,https://teleport.org/cities/melbourne/,$62.00,$4.00,$110.00,$12.00,https://teleport.org/cities/melbourne/,$1900,$1600,$1300,https://teleport.org/cities/melbourne/,Melbourne,"Melbourne, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare.
Melbourne is one of the top ten city matches for 6.7% of Teleport users."
151,32,0.12,16,96,16,478.04,https://teleport.org/cities/memphis/,$35.00,$1.60,$46.00,$15.00,https://teleport.org/cities/memphis/,$1200,$990,$800,https://teleport.org/cities/memphis/,Memphis,"Memphis, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and leisure & culture."
152,94,0.13,11,15,46,National Autonomous University of Mexico,https://teleport.org/cities/mexico-city/,$64.00,$1.00,$18.00,$5.60,https://teleport.org/cities/mexico-city/,$900,$710,$520,https://teleport.org/cities/mexico-city/,Mexico-City,"Mexico City, Mexico, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Mexico City is one of the top ten city matches for 0.7% of Teleport users."
153,167,0.11,12,98,24,University of Miami,https://teleport.org/cities/miami/,$36.00,$2.20,$100.00,$19.00,https://teleport.org/cities/miami/,$2400,$1900,$1400,https://teleport.org/cities/miami/,Miami,"Miami, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and leisure & culture.
Miami is one of the top ten city matches for 0.3% of Teleport users."
154,164,0.63,1,12,26,Polytechnic University of Milan,https://teleport.org/cities/milan/,$75.00,$2.00,$41.00,$18.00,https://teleport.org/cities/milan/,$1800,$1500,$1100,https://teleport.org/cities/milan/,Milan,"Milan, Italy, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Milan is one of the top ten city matches for 0.1% of Teleport users."
155,30,0.11,10,69,24,Medical College of Wisconsin,https://teleport.org/cities/milwaukee/,$35.00,$2.30,$62.00,$12.00,https://teleport.org/cities/milwaukee/,$1500,$1200,$940,https://teleport.org/cities/milwaukee/,Milwaukee,"Milwaukee, Wisconsin, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture."
156,130,0.13,8,85,24,University of Minnesota,https://teleport.org/cities/minneapolis-saint-paul/,$47.00,$2.30,$70.00,$16.00,https://teleport.org/cities/minneapolis-saint-paul/,$1900,$1500,$1200,https://teleport.org/cities/minneapolis-saint-paul/,Minneapolis-Saint-Paul,"Minneapolis-Saint Paul, Minnesota, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture.
Minneapolis-Saint Paul is one of the top ten city matches for 4.5% of Teleport users."
157,41,0.51,0,7,No hay dato,Belarusian State University,https://teleport.org/cities/minsk/,$38.00,$0.83,$15.00,$6.70,https://teleport.org/cities/minsk/,$470,$400,$330,https://teleport.org/cities/minsk/,Minsk,"Minsk, Belarus, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality.
Minsk is one of the top ten city matches for 7.2% of Teleport users."
158,12,0.10,12,32,34,410.98,https://teleport.org/cities/montevideo/,$53.00,$2.10,$51.00,$12.00,https://teleport.org/cities/montevideo/,$930,$750,$580,https://teleport.org/cities/montevideo/,Montevideo,"Montevideo, Uruguay, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in business freedom and tolerance."
159,93,0.25,2,31,5,McGill University,https://teleport.org/cities/montreal/,$38.00,$2.50,$63.00,$12.00,https://teleport.org/cities/montreal/,$1100,$930,$730,https://teleport.org/cities/montreal/,Montreal,"Montreal is the largest city of Canada's French-speaking region, and a center for finance, aerospace and international organizations. With its unique culture, bilingual residents (French/English) and beautiful architecture, Montreal offers 50 of Canada's National Historic sites—more than any other Canadian city. Add Montreal's tolerant people plus a relatively low cost of living and you get a city worthy of strong consideration.
Montreal is one of the top ten city matches for 15.0% of Teleport users."
160,257,0.81,25,9,21,Lomonosov Moscow State University,https://teleport.org/cities/moscow/,$68.00,$1.10,$36.00,$9.20,https://teleport.org/cities/moscow/,$1500,$1200,$840,https://teleport.org/cities/moscow/,Moscow,"By Kevin Kiseljov

Moscow is a lively city, rich in history and culture. It is Russia's national center for visual and performing arts and home to some of the best known performance companies in the world. Renowned for its grand architecture, the city boasts excellent travel connections and low cost of living. With more than 12 million residents, Moscow is among the most populous cities in the world, but roughly 40% of its territory is still covered by greenery.
Moscow is one of the top ten city matches for 4.7% of Teleport users."
161,83,0.68,0,4,No hay dato,Indian Institute of Technology Bombay,https://teleport.org/cities/mumbai/,$36.00,$2.00,$10.00,$6.00,https://teleport.org/cities/mumbai/,$980,$740,$500,https://teleport.org/cities/mumbai/,Mumbai,"Mumbai, the most populous city in India, offers a wide variety of jobs from conventional industries to IT services. It is also home to the Bollywood film industry. As India's capital of finance, Mumbai has the greatest number of fin-tech startups, while the cost of living and rental prices remain reasonably low.
Mumbai is one of the top ten city matches for 14.2% of Teleport users."
162,191,0.80,1,30,10,LMU Munich,https://teleport.org/cities/munich/,$56.00,$1.40,$74.00,$16.00,https://teleport.org/cities/munich/,$2200,$1800,$1400,https://teleport.org/cities/munich/,Munich,"Munich has a strong background in multiple industries, and is now a center for software and biotechnology. It's also the second largest publishing center in the world. People who love sports or nature aren't left out either: the Bavarian Alps allow winter lovers to indulge themselves while FC Bayern Munich is one of the most important football teams in the world.
Munich is one of the top ten city matches for 32.7% of Teleport users."
163,72,0.10,33,6,No hay dato,University of Nairobi,https://teleport.org/cities/nairobi/,$81.00,$1.60,$28.00,$6.10,https://teleport.org/cities/nairobi/,$920,$680,$440,https://teleport.org/cities/nairobi/,Nairobi,"Nairobi, Kenya, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living."
164,55,0.70,3,31,19,University of Nantes,https://teleport.org/cities/nantes/,$44.00,$2.20,$71.00,$17.00,https://teleport.org/cities/nantes/,$1200,$900,$640,https://teleport.org/cities/nantes/,Nantes,"Nantes, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare."
165,51,0.50,1,12,26,University of Naples Federico II,https://teleport.org/cities/naples/,$52.00,$2.20,$50.00,$13.00,https://teleport.org/cities/naples/,$930,$770,$610,https://teleport.org/cities/naples/,Naples,"Naples, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and tolerance."
166,47,0.11,16,96,24,Vanderbilt University,https://teleport.org/cities/nashville/,$38.00,$2.10,$66.00,$14.00,https://teleport.org/cities/nashville/,$1900,$1600,$1200,https://teleport.org/cities/nashville/,Nashville,"Nashville, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Nashville is one of the top ten city matches for 0.3% of Teleport users."
167,39,0.11,19,141,24,Tulane University,https://teleport.org/cities/new-orleans/,$54.00,$3.00,$53.00,$18.00,https://teleport.org/cities/new-orleans/,$1600,$1400,$1200,https://teleport.org/cities/new-orleans/,New-Orleans,"New Orleans, Louisiana, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and leisure & culture."
168,220,0.41,4,26,24,Columbia University,https://teleport.org/cities/new-york/,$83.00,$2.90,$120.00,$18.00,https://teleport.org/cities/new-york/,$3800,$3100,$2400,https://teleport.org/cities/new-york/,New-York,"The New York metropolitan area is one of the most populated cities in the world. New York City itself is an international center for numerous industries including finance, theater, television, film, arts, and technology. It is also home to an astonishing 37% of foreign-born residents. Costs are high, but so are the energy levels and ambitious spirit. Whether you're visiting or planning to move, the ""Big Apple"" has something to offer for everyone.
New York is one of the top ten city matches for 13.9% of Teleport users."
169,91,0.86,3,31,19,University of Nice Sophia Antipolis,https://teleport.org/cities/nice/,$57.00,$2.10,$44.00,$20.00,https://teleport.org/cities/nice/,$1500,$1200,$840,https://teleport.org/cities/nice/,Nice,"Nice, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in safety and healthcare."
170,61,No hay dato,2,36,39,University of Cyprus,https://teleport.org/cities/nicosia/,$58.00,$1.40,$49.00,$16.00,https://teleport.org/cities/nicosia/,$750,$600,$460,https://teleport.org/cities/nicosia/,Nicosia,"Nicosia, Cyprus, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.
Nicosia is one of the top ten city matches for 0.9% of Teleport users."
171,20,0.11,16,121,16,478.04,https://teleport.org/cities/oklahoma-city/,$27.00,$2.70,$45.00,$11.00,https://teleport.org/cities/oklahoma-city/,$1200,$990,$820,https://teleport.org/cities/oklahoma-city/,Oklahoma-City,"Oklahoma City, Oklahoma, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.
Oklahoma City is one of the top ten city matches for 1.6% of Teleport users."
172,19,0.12,9,70,24,University of Nebraska Medical Center,https://teleport.org/cities/omaha/,$36.00,$2.00,$51.00,$10.00,https://teleport.org/cities/omaha/,$1200,$990,$760,https://teleport.org/cities/omaha/,Omaha,"Omaha, Nebraska, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality."
173,146,0.11,12,98,16,478.04,https://teleport.org/cities/orlando/,$38.00,$2.40,$56.00,$15.00,https://teleport.org/cities/orlando/,$1500,$1300,$1100,https://teleport.org/cities/orlando/,Orlando,"Orlando, Florida, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and environmental quality.
Orlando is one of the top ten city matches for 0.5% of Teleport users."
174,71,0.88,0,1,3,Osaka University,https://teleport.org/cities/osaka/,$73.00,$1.60,$84.00,$7.50,https://teleport.org/cities/osaka/,$1100,$840,$600,https://teleport.org/cities/osaka/,Osaka,"Osaka, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare."
175,123,0.48,2,31,13,University of Oslo,https://teleport.org/cities/oslo/,$57.00,$3.60,$84.00,$24.00,https://teleport.org/cities/oslo/,$2200,$1900,$1600,https://teleport.org/cities/oslo/,Oslo,"Oslo, Norway, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Oslo is one of the top ten city matches for 0.9% of Teleport users."
176,26,0.12,2,31,5,University of Ottawa,https://teleport.org/cities/ottawa/,$42.00,$2.30,$89.00,$14.00,https://teleport.org/cities/ottawa/,$1300,$1100,$840,https://teleport.org/cities/ottawa/,Ottawa,"Ottawa, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Ottawa is one of the top ten city matches for 6.6% of Teleport users."
177,3,0.44,3,27,6,University of Oulu,https://teleport.org/cities/oulu/,$64.00,$2.60,$14.00,$56.00,https://teleport.org/cities/oulu/,$1100,$910,$690,https://teleport.org/cities/oulu/,Oulu,"Oulu, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality."
178,294,0.59,0,6,17,University of Oxford,https://teleport.org/cities/oxford/,$57.00,$2.80,$86.00,$14.00,https://teleport.org/cities/oxford/,$2400,$1900,$1400,https://teleport.org/cities/oxford/,Oxford,"Oxford, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare."
179,No hay dato,No hay dato,No hay dato,No hay dato,No hay dato,No hay dato,https://teleport.org/cities/palo-alto/,$26.00,$1.50,$6.00,$63.00,https://teleport.org/cities/panama/,No hay dato,No hay dato,No hay dato,https://teleport.org/cities/palo-alto/,Palo-Alto,"Palo Alto, California, is among the top cities with a high quality of education. According to our data, this is a good place to live with high ratings in healthcare, environmental quality and economy.

Palo Alto is part of Silicon Valley and the wider San Francisco Bay Area. For more information on scores and rankings, check San Francisco Bay Area's Teleport profile."
180,82,No hay dato,15,22,No hay dato,No hay dato,https://teleport.org/cities/panama/,$72.00,$2.70,$88.00,$17.00,https://teleport.org/cities/paris/,$1400,$1200,$880,https://teleport.org/cities/panama/,Panama,"Panama, Panama, features a very safe living environment. Our data reflects that this city has a good ranking in taxation and tolerance."
181,317,1.00,3,31,19,École Normale Supérieure,https://teleport.org/cities/paris/,$47.00,$3.80,$83.00,$15.00,https://teleport.org/cities/perth/,$2700,$2000,$1400,https://teleport.org/cities/paris/,Paris,"Paris, the most visited city in the world, is a historical, cultural and esthetic gem that has played a major role in European history for centuries. Its overwhelming beauty, architectural wonders and national cuisine call to people from around the world, adding to its exciting and diverse environment. As a global economic center, Paris offers opportunities in a wide range of industries and business markets.
Paris is one of the top ten city matches for 9.5% of Teleport users."
182,38,0.19,1,24,16,University of Western Australia,https://teleport.org/cities/perth/,$34.00,$2.40,$88.00,$15.00,https://teleport.org/cities/philadelphia/,$1800,$1700,$1600,https://teleport.org/cities/perth/,Perth,"Perth, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality."
183,123,0.16,11,129,24,University of Pennsylvania,https://teleport.org/cities/philadelphia/,$50.00,$0.92,$18.00,$5.30,https://teleport.org/cities/phnom-penh/,$2100,$1700,$1200,https://teleport.org/cities/philadelphia/,Philadelphia,"Philadelphia, Pennsylvania, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and internet access.
Philadelphia is one of the top ten city matches for 0.4% of Teleport users."
184,15,0.10,1,4,No hay dato,No hay dato,https://teleport.org/cities/phnom-penh/,$31.00,$2.40,$58.00,$13.00,https://teleport.org/cities/phoenix/,$880,$660,$430,https://teleport.org/cities/phnom-penh/,Phnom-Penh,"Phnom Penh, Cambodia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation."
185,121,0.11,14,154,24,Arizona State University,https://teleport.org/cities/phoenix/,$48.00,$2.20,$14.00,$5.20,https://teleport.org/cities/phuket/,$1300,$1100,$860,https://teleport.org/cities/phoenix/,Phoenix,"Phoenix, Arizona, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, leisure & culture and outdoors.
Phoenix is one of the top ten city matches for 0.2% of Teleport users."
186,32,0.15,1,16,43,418.52,https://teleport.org/cities/phuket/,$34.00,$2.80,$95.00,$12.00,https://teleport.org/cities/pittsburgh/,$760,$590,$410,https://teleport.org/cities/phuket/,Phuket,"Phuket, Thailand, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and taxation."
187,38,0.11,11,129,24,Carnegie Mellon University,https://teleport.org/cities/pittsburgh/,$41.00,$2.60,$94.00,$14.00,https://teleport.org/cities/portland-or/,$1500,$1200,$880,https://teleport.org/cities/pittsburgh/,Pittsburgh,"Pittsburgh, Pennsylvania, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Pittsburgh is one of the top ten city matches for 1.0% of Teleport users."
188,57,0.14,12,93,24,Oregon Health and Science University,https://teleport.org/cities/portland-or/,$41.00,$1.10,$42.00,$7.70,https://teleport.org/cities/porto/,$2000,$1700,$1400,https://teleport.org/cities/portland-or/,Portland-or,"Portland, Oregon, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and environmental quality.
Portland, OR is one of the top ten city matches for 0.7% of Teleport users."
189,61,0.30,2,9,18,University of Porto,https://teleport.org/cities/porto/,$35.00,$2.40,$63.00,$7.40,https://teleport.org/cities/porto-alegre/,$920,$730,$540,https://teleport.org/cities/porto/,Porto,"Porto, Portugal, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety.
Porto is one of the top ten city matches for 1.3% of Teleport users."
190,27,No hay dato,21,8,52,Pontifical Catholic University of Rio Grande do Sul (PUCRS),https://teleport.org/cities/porto-alegre/,$45.00,$0.82,$26.00,$7.40,https://teleport.org/cities/prague/,$670,$530,$390,https://teleport.org/cities/porto-alegre/,Porto-Alegre,"Porto Alegre, Brazil, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, leisure & culture and tolerance."
191,94,0.65,2,17,21,Charles University in Prague,https://teleport.org/cities/prague/,$73.00,$2.50,$12.00,$32.00,https://teleport.org/cities/providence/,$1100,$940,$740,https://teleport.org/cities/prague/,Prague,"Prague, Czechia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and healthcare.
Prague is one of the top ten city matches for 11.9% of Teleport users."
192,103,0.12,5,29,24,Brown University,https://teleport.org/cities/providence/,$33.00,$2.60,$70.00,$12.00,https://teleport.org/cities/quebec/,$1500,$1200,$980,https://teleport.org/cities/providence/,Providence,"Providence, Rhode Island, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare."
193,18,0.12,2,31,5,Laval University,https://teleport.org/cities/quebec/,$56.00,$1.50,$13.00,$4.20,https://teleport.org/cities/quito/,$850,$700,$550,https://teleport.org/cities/quebec/,Quebec,"Quebec, Canada, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare."
194,23,No hay dato,16,1,No hay dato,No hay dato,https://teleport.org/cities/quito/,$47.00,$2.60,$43.00,$11.00,https://teleport.org/cities/raleigh/,$620,$520,$430,https://teleport.org/cities/quito/,Quito,"Quito, Ecuador, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation."
195,39,0.11,12,95,24,Duke University,https://teleport.org/cities/raleigh/,$87.00,$3.90,$120.00,$26.00,https://teleport.org/cities/reykjavik/,$1500,$1200,$930,https://teleport.org/cities/raleigh/,Raleigh,"Raleigh, North Carolina, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, education and environmental quality.
Raleigh is one of the top ten city matches for 3.4% of Teleport users."
196,36,No hay dato,0,30,28,University of Iceland,https://teleport.org/cities/reykjavik/,$29.00,$1.80,$63.00,$13.00,https://teleport.org/cities/richmond/,$2600,$2100,$1600,https://teleport.org/cities/reykjavik/,Reykjavik,"Reykjavik, Iceland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Reykjavik is one of the top ten city matches for 0.5% of Teleport users."
197,19,0.11,10,246,16,478.04,https://teleport.org/cities/richmond/,$50.00,$1.20,$63.00,$7.50,https://teleport.org/cities/riga/,$1400,$1100,$920,https://teleport.org/cities/richmond/,Richmond,"Richmond, Virginia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access."
198,68,0.13,1,19,25,University of Latvia,https://teleport.org/cities/riga/,$41.00,$1.40,$61.00,$9.00,https://teleport.org/cities/rio-de-janeiro/,$710,$580,$450,https://teleport.org/cities/riga/,Riga,"By Elizabete Laivina

Riga is a great place for young people due to its low cost of living and vibrant creative scene. It boasts excellent museums and art galleries, an active night life and close-by unspoiled nature. Riga is also an avid sports city with frequent football, basketball and ice hockey matches.
Riga is one of the top ten city matches for 1.1% of Teleport users."
199,55,No hay dato,21,8,52,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),https://teleport.org/cities/rio-de-janeiro/,$96.00,$1.20,$42.00,$7.80,https://teleport.org/cities/riyadh/,$970,$760,$560,https://teleport.org/cities/rio-de-janeiro/,Rio-De-Janeiro,"Rio de Janeiro is the second most populous city in Brazil, known for the beautiful scenery samba rhythms and Carnival. It is the national center for oil, mining and telecommunications, but the major economic base is in tourism and entertainment industries. With affordable rentals, friendly expat community and tropical climate, Rio is for people looking for a relaxed and welcoming environment.
Rio De Janeiro is one of the top ten city matches for 0.2% of Teleport users."
200,79,0.10,1,35,No hay dato,King Saud University,https://teleport.org/cities/riyadh/,$31.00,$1.70,$59.00,$12.00,https://teleport.org/cities/rochester/,$840,$670,$500,https://teleport.org/cities/riyadh/,Riyadh,"Riyadh, Saudi Arabia, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety."
201,18,0.12,4,26,24,University of Rochester,https://teleport.org/cities/rochester/,$79.00,$1.60,$45.00,$16.00,https://teleport.org/cities/rome/,$1300,$1100,$810,https://teleport.org/cities/rochester/,Rochester,"Rochester, New York, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare."
202,189,0.48,1,12,26,Sapienza University of Rome,https://teleport.org/cities/rome/,$31.00,$1.40,$81.00,$17.00,https://teleport.org/cities/rotterdam/,$1800,$1400,$1100,https://teleport.org/cities/rome/,Rome,"Rome, the Eternal City, is a historic marvel with great travel connections mild Mediterranean climate and intense urban energy. Its outgoing society is known for its style, fondness for football and the world-famous restaurants and cafes that can be sampled on every corner. Rome also hosts an independent country—Vatican City—within its borders. Its long history and modern achievements make Rome one of the most visited cities in the world."
203,237,0.65,1,4,12,531.84,https://teleport.org/cities/rotterdam/,$33.00,$1.10,$49.00,$7.30,https://teleport.org/cities/saint-petersburg/,$1500,$1300,$1000,https://teleport.org/cities/rotterdam/,Rotterdam,"By Ander Hindremäe

Rotterdam is a multicultural hub with a modern look, low level of corruption, an advanced public transport system and superb network of bike-paths. While less touristy than some of its neighboring Dutch cities, Rotterdam hosts the largest port in Europe, making it an important transit, logistical and marine center. With its high quality of life and lively cultural scene, Rotterdam has been welcoming visitors for almost 800 years.
Rotterdam is one of the top ten city matches for 1.6% of Teleport users."
204,109,0.67,25,9,21,Saint Petersburg State University,https://teleport.org/cities/saint-petersburg/,$27.00,$3.10,$90.00,$11.00,https://teleport.org/cities/salt-lake-city/,$930,$720,$510,https://teleport.org/cities/saint-petersburg/,Saint-Petersburg,"Saint Petersburg, Russia, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety.
Saint Petersburg is one of the top ten city matches for 0.4% of Teleport users."
205,91,0.11,12,130,24,University of Utah,https://teleport.org/cities/salt-lake-city/,$41.00,$2.60,$39.00,$12.00,https://teleport.org/cities/san-antonio/,$1500,$1200,$940,https://teleport.org/cities/salt-lake-city/,Salt-Lake-City,"Salt Lake City, Utah, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in venture capital, healthcare and internet access.
Salt Lake City is one of the top ten city matches for 2.4% of Teleport users."
206,35,0.11,11,123,24,University of Texas at San Antonio,https://teleport.org/cities/san-antonio/,$43.00,$2.20,$67.00,$14.00,https://teleport.org/cities/san-diego/,$1500,$1200,$890,https://teleport.org/cities/san-antonio/,San-Antonio,"San Antonio, Texas, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in cost of living, healthcare and internet access.
San Antonio is one of the top ten city matches for 0.5% of Teleport users."
207,83,0.12,8,61,24,"University of California, San Diego",https://teleport.org/cities/san-diego/,$75.00,$2.50,$93.00,$14.00,https://teleport.org/cities/san-francisco-bay-area/,$2300,$1900,$1500,https://teleport.org/cities/san-diego/,San-Diego,"San Diego, California, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and safety.
San Diego is one of the top ten city matches for 1.4% of Teleport users."
208,111,0.22,8,61,24,Stanford University,https://teleport.org/cities/san-francisco-bay-area/,$62.00,$1.50,$40.00,$8.50,https://teleport.org/cities/san-jose/,$4100,$3300,$2600,https://teleport.org/cities/san-francisco-bay-area/,San-Francisco-Bay-Area,"San Francisco Bay Area, California, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and healthcare.
San Francisco Bay Area is one of the top ten city matches for 6.9% of Teleport users."
209,39,No hay dato,8,10,39,406.48,https://teleport.org/cities/san-jose/,$41.00,$2.30,$35.00,$11.00,https://teleport.org/cities/san-juan/,$940,$830,$730,https://teleport.org/cities/san-jose/,San-Jose,"San Jose, Costa Rica, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and leisure & culture."
210,49,No hay dato,16,22,No hay dato,No hay dato,https://teleport.org/cities/san-juan/,$12.00,$3.40,No hay dato,$42.00,https://teleport.org/cities/san-luis-obispo/,$1200,$950,$710,https://teleport.org/cities/san-juan/,San-Juan,"San Juan, Puerto Rico, is characterized by reasonably priced housing. This urban area is consistently ahead in leisure & culture."
211,4,0.12,8,61,16,478.04,https://teleport.org/cities/san-luis-obispo/,$30.00,$1.30,$25.00,$5.10,https://teleport.org/cities/san-salvador/,$2500,$1900,$1200,https://teleport.org/cities/san-luis-obispo/,San-Luis-Obispo,"San Luis Obispo, California, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality."
212,32,No hay dato,46,6,No hay dato,No hay dato,https://teleport.org/cities/san-salvador/,$54.00,$1.70,$61.00,$8.00,https://teleport.org/cities/santiago/,$730,$580,$430,https://teleport.org/cities/san-salvador/,San-Salvador,"San Salvador, El Salvador, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living."
213,40,0.27,2,11,37,Pontifical Catholic University of Chile,https://teleport.org/cities/santiago/,$31.00,$2.10,$33.00,$8.20,https://teleport.org/cities/santo-domingo/,$910,$730,$540,https://teleport.org/cities/santiago/,Santiago,"Santiago, Chile, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Santiago is one of the top ten city matches for 1.7% of Teleport users."
214,29,No hay dato,16,5,No hay dato,55,https://teleport.org/cities/santo-domingo/,$49.00,$1.40,$57.00,$9.30,https://teleport.org/cities/sao-paulo/,$620,$490,$370,https://teleport.org/cities/santo-domingo/,Santo-Domingo,"Santo Domingo, Dominican Republic, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living."
215,96,No hay dato,21,8,52,University of São Paulo,https://teleport.org/cities/sao-paulo/,$33.00,$0.77,$34.00,$6.50,https://teleport.org/cities/sarajevo/,$950,$760,$580,https://teleport.org/cities/sao-paulo/,Sao-Paulo,"Sao Paulo, Brazil, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Sao Paulo is one of the top ten city matches for 0.4% of Teleport users."
