,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,url_uno,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,url_otro,Large_apartment,Medium_apartment,Small_apartment,url_uno,cities,Description,Poblacion,Homosexuality_acceptance,LGBT_adoption_rights,LGBT_homosexuality_rights,LGBT_marriage_rights,VAT_Sales_Tax,Art_galleries,Concert_venues,Museums,Sport_venues,Currency_for_urban_area,GDP_per_capita,url_otro
104,171,No hay dato,0,6,2,University of Hong Kong,https://teleport.org/cities/hong-kong/,$82.00,$1.50,$60.00,$8.70,https://teleport.org/cities/hong-kong/,$3700,$2900,$2000,https://teleport.org/cities/hong-kong/,Hong-Kong,"Hong Kong is a world financial center with low taxation rates and free trade. The city is connected by a well-developed but cheap public transportation system and offers extensive international travel connections for its large expat community. Adding its b>ease of doing business, the free public wifi, high safety rating, and unique status within China and it's no surprise that Hong Kong is a truly international city.
Hong Kong is one of the top ten city matches for 10.2% of Teleport users.","46,645,500",55.84,✔ Equal,✖ No protections,0.87,No hay dato,132,121,149,106,HKD,$54722.12,https://teleport.org/cities/hong-kong/
105,51,0.11,3,39,24,University of Hawai’i at Mānoa,https://teleport.org/cities/honolulu/,$58.00,$3.40,$64.00,$14.00,https://teleport.org/cities/honolulu/,$2600,$2100,$1600,https://teleport.org/cities/honolulu/,Honolulu,"Honolulu, Hawaii, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and leisure & culture.","968,800",96.55,✔ Equal,✔ Sexual orientation and gender identity,0.56,0.04,144,125,73,25,USD,$54596.65,https://teleport.org/cities/honolulu/
106,176,0.11,11,123,24,Rice University,https://teleport.org/cities/houston/,$37.00,$2.10,$49.00,$13.00,https://teleport.org/cities/houston/,$1700,$1400,$1200,https://teleport.org/cities/houston/,Houston,"Houston, Texas, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and leisure & culture.
Houston is one of the top ten city matches for 0.5% of Teleport users.","4,356,000",64.44,✔ Equal,✖ No protections,0.42,0.08,219,221,141,173,USD,$54596.65,https://teleport.org/cities/houston/
107,32,0.56,0,4,No hay dato,No hay dato,https://teleport.org/cities/hyderabad/,$25.00,$1.40,$13.00,$3.80,https://teleport.org/cities/hyderabad/,$310,$250,$190,https://teleport.org/cities/hyderabad/,Hyderabad,"Hyderabad, India, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, startups and safety.","5,178,600",24.29,✔ Equal,Ambiguous,0.61,0.06,37,49,18,56,INR,$5855.31,https://teleport.org/cities/hyderabad/
108,35,0.11,13,115,16,478.04,https://teleport.org/cities/indianapolis/,$35.00,$2.20,$64.00,$12.00,https://teleport.org/cities/indianapolis/,$1300,$1100,$860,https://teleport.org/cities/indianapolis/,Indianapolis,"Indianapolis, Indiana, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, leisure & culture and tolerance.","1,515,800",72.81,✔ Equal,✖ No protections,0.64,0.07,228,196,96,133,USD,$54596.65,https://teleport.org/cities/indianapolis/
109,6,1.00,3,30,20,University of Innsbruck,https://teleport.org/cities/innsbruck/,$55.00,$1.40,$56.00,$12.00,https://teleport.org/cities/innsbruck/,$1400,$1100,$810,https://teleport.org/cities/innsbruck/,Innsbruck,"Innsbruck, Austria, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.","318,000",88.24,✔ Equal,✔ Sexual orientation and gender identity,0.79,0.20,20,23,17,8,EUR,$46420.13,https://teleport.org/cities/innsbruck/
110,242,0.17,2,13,43,Koç University,https://teleport.org/cities/istanbul/,$39.00,$1.80,$50.00,$6.30,https://teleport.org/cities/istanbul/,$670,$550,$430,https://teleport.org/cities/istanbul/,Istanbul,"Istanbul, Turkey, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Istanbul is one of the top ten city matches for 6.0% of Teleport users.","21,735,000",0.09,Ambiguous,✔ Legal,✖ Unrecognized,0.18,237,216,165,258,TRY,$19610.44,https://teleport.org/cities/istanbul/
111,27,0.12,12,98,16,478.04,https://teleport.org/cities/jacksonville/,$34.00,$2.00,$51.00,$14.00,https://teleport.org/cities/jacksonville/,$1300,$1200,$950,https://teleport.org/cities/jacksonville/,Jacksonville,"Jacksonville, Florida, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and environmental quality.","1,082,500",67.19,✔ Equal,✖ No protections,0.46,0.07,146,173,65,85,USD,$54596.65,https://teleport.org/cities/jacksonville/
112,64,0.17,1,1,51,University of Indonesia,https://teleport.org/cities/jakarta/,$43.00,$2.50,$18.00,$3.90,https://teleport.org/cities/jakarta/,$880,$630,$390,https://teleport.org/cities/jakarta/,Jakarta,"Jakarta, Indonesia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and leisure & culture.
Jakarta is one of the top ten city matches for 0.4% of Teleport users.","16,341,100",0.03,Married couples only,Varies by Region,✖ Unrecognized,0.10,354,357,221,296,IDR,$10640.90,https://teleport.org/cities/jakarta/
113,81,0.24,33,13,No hay dato,University of the Witwatersrand,https://teleport.org/cities/johannesburg/,$39.00,$1.30,$60.00,$8.50,https://teleport.org/cities/johannesburg/,$1100,$850,$650,https://teleport.org/cities/johannesburg/,Johannesburg,"Johannesburg, South Africa, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.","7,084,800",0.32,✔ Legal,✔ Legal,✔ Legal,0.14,130,183,58,90,ZAR,$13046.07,https://teleport.org/cities/johannesburg/
114,43,0.12,15,76,16,478.04,https://teleport.org/cities/kansas-city/,$45.00,$2.20,$51.00,$12.00,https://teleport.org/cities/kansas-city/,$1300,$1100,$790,https://teleport.org/cities/kansas-city/,Kansas-City,"Kansas City, Missouri, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.
Kansas City is one of the top ten city matches for 2.0% of Teleport users.","1,873,100",72.14,✔ Equal,✖ No protections,0.27,0.08,188,184,88,131,USD,$54596.65,https://teleport.org/cities/kansas-city/
115,80,0.55,1,30,10,Karlsruhe Institute of Technology,https://teleport.org/cities/karlsruhe/,$43.00,$1.50,$64.00,$13.00,https://teleport.org/cities/karlsruhe/,$1100,$870,$660,https://teleport.org/cities/karlsruhe/,Karlsruhe,"Karlsruhe, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","367,900",0.87,✖ Step-child adoption only,✔ Legal,✔ Civil unions,0.19,52,39,20,7,EUR,$45888.42,https://teleport.org/cities/karlsruhe/
116,31,No hay dato,1,1,No hay dato,No hay dato,https://teleport.org/cities/kathmandu/,$24.00,$2.20,$13.00,$4.00,https://teleport.org/cities/kathmandu/,$280,$250,$220,https://teleport.org/cities/kathmandu/,Kathmandu,"Kathmandu, Nepal, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and tolerance.","1,625,600",87.91,✔ Equal,✔ Sexual orientation and gender identity,0.93,0.13,34,16,13,15,NPR,$2375.58,https://teleport.org/cities/kathmandu/
117,77,0.72,0,7,No hay dato,Taras Shevchenko National University of Kyiv,https://teleport.org/cities/kiev/,$22.00,$0.54,$10.00,$4.30,https://teleport.org/cities/kiev/,$620,$500,$380,https://teleport.org/cities/kiev/,Kiev,"By Andrii Gorbenko

With a history going back more than 1500 years, Kiev today is an economic and industrial center of Eastern Europe. Known for its river-front location and historical landmarks, Kiev continues to develop, and boasts several international companies serving Ukraine's large domestic market. Its expansive infrastructure offers some of the cheapest metro services in Europe, there are great leisure-time opportunities and the overall cost of living is very reasonable.
Kiev is one of the top ten city matches for 4.4% of Teleport users.","3,627,600",71.98,✔ Equal,✔ Sexual orientation and gender identity,0.64,0.20,64,61,88,51,UAH,$8668.33,https://teleport.org/cities/kiev/
118,19,No hay dato,31,8,No hay dato,No hay dato,https://teleport.org/cities/kingston/,$49.00,$1.80,$57.00,$5.20,https://teleport.org/cities/kingston/,$660,$530,$410,https://teleport.org/cities/kingston/,Kingston,"Kingston, Jamaica, is characterized by reasonably priced housing. When considering your preferences, this city does not have any category with a high rating.","1,671,800",34.67,✖ Unequal,✖ No protections,0.24,0.13,23,93,12,12,JMD,$8609.28,https://teleport.org/cities/kingston/
119,17,0.12,16,96,24,"University of Tennessee, Knoxville",https://teleport.org/cities/knoxville/,$36.00,$3.10,$48.00,$13.00,https://teleport.org/cities/knoxville/,$1200,$1000,$890,https://teleport.org/cities/knoxville/,Knoxville,"Knoxville, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and internet access.","220,500",70.00,✔ Equal,✖ No protections,0.37,0.09,94,95,27,43,USD,$54596.65,https://teleport.org/cities/knoxville/
120,52,0.30,0,1,14,AGH University of Science and Technology,https://teleport.org/cities/krakow/,$35.00,$1.00,$28.00,$6.10,https://teleport.org/cities/krakow/,$860,$700,$540,https://teleport.org/cities/krakow/,Krakow,"Krakow, Poland, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and leisure & culture.
Krakow is one of the top ten city matches for 0.6% of Teleport users.","822,600",0.42,✖ Illegal,✔ Legal,✖ Unrecognized,0.23,83,59,48,12,PLN,$25105.40,https://teleport.org/cities/krakow/
121,115,0.19,1,2,38,Universiti Putra Malaysia,https://teleport.org/cities/kuala-lumpur/,$43.00,$3.00,$35.00,$3.60,https://teleport.org/cities/kuala-lumpur/,$720,$610,$490,https://teleport.org/cities/kuala-lumpur/,Kuala-Lumpur,"Kuala Lumpur, Malaysia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and leisure & culture.
Kuala Lumpur is one of the top ten city matches for 0.5% of Teleport users.","6,265,700",0.09,Married couples only,✖ Illegal (imprisonment as punishment),✖ Unrecognized,0.06,311,357,159,253,MYR,$24654.19,https://teleport.org/cities/kuala-lumpur/
122,71,1.00,0,1,3,Kyoto University,https://teleport.org/cities/kyoto/,$100.00,$3.00,$16.00,$83.00,https://teleport.org/cities/kyoto/,$1100,$900,$660,https://teleport.org/cities/kyoto/,Kyoto,"Kyoto, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, business freedom and healthcare.","2,234,100",0.54,Ambiguous,✔ Legal,✖ Unrecognized,0.08,166,90,93,32,JPY,$37389.79,https://teleport.org/cities/kyoto/
123,42,0.10,33,2,No hay dato,No hay dato,https://teleport.org/cities/lagos/,$43.00,$0.97,$39.00,$6.00,https://teleport.org/cities/lagos/,$820,$720,$630,https://teleport.org/cities/lagos/,Lagos,"Lagos, Nigeria, differentiates itself with low living costs. This urban area is consistently ahead in housing.","9,934,700",0.01,✖ Illegal,"Male illegal, female uncertain",✖ Not legal,0.05,47,65,6,17,NGN,$6031.42,https://teleport.org/cities/lagos/
124,16,0.11,1,3,No hay dato,No hay dato,https://teleport.org/cities/la-paz/,$27.00,$1.50,$5.80,$55.00,https://teleport.org/cities/la-paz/,$550,$430,$300,https://teleport.org/cities/la-paz/,La-Paz,"La Paz, Bolivia, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating.","812,800",0.43,✖ Single only,✔ Legal,✖ Unrecognized,0.13,32,33,32,38,BOB,$6220.93,https://teleport.org/cities/la-paz/
125,80,0.47,1,10,17,490.84,https://teleport.org/cities/las-palmas-de-gran-canaria/,$43.00,$1.20,$48.00,$13.00,https://teleport.org/cities/las-palmas-de-gran-canaria/,$910,$740,$560,https://teleport.org/cities/las-palmas-de-gran-canaria/,Las-Palmas-de-Gran-Canaria,"Las Palmas de Gran Canaria, Spain, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.","381,800",0.88,✔ Legal,✔ Legal,✔ Legal,0.21,22,30,14,11,EUR,$33711.41,https://teleport.org/cities/las-palmas-de-gran-canaria/
126,133,0.11,14,168,16,478.04,https://teleport.org/cities/las-vegas/,$28.00,$1.90,$61.00,$13.00,https://teleport.org/cities/las-vegas/,$1200,$1000,$880,https://teleport.org/cities/las-vegas/,Las-Vegas,"Las Vegas, Nevada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, startups and healthcare.
Las Vegas is one of the top ten city matches for 0.3% of Teleport users.","1,953,000",93.13,✔ Equal,✔ Sexual orientation and gender identity,0.50,0.08,229,166,71,41,USD,$54596.65,https://teleport.org/cities/las-vegas/
127,101,0.83,3,24,11,École Polytechnique Fédérale de Lausanne,https://teleport.org/cities/lausanne/,$100.00,$1.60,$84.00,$24.00,https://teleport.org/cities/lausanne/,$2400,$1800,$1300,https://teleport.org/cities/lausanne/,Lausanne,"Lausanne, Switzerland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and education.","214,600",81.79,✔ Equal,✔ Sexual orientation and gender identity,0.86,0.08,40,35,26,13,CHF,$58087.21,https://teleport.org/cities/lausanne/
128,159,0.63,0,6,17,University of Leeds,https://teleport.org/cities/leeds/,$41.00,$2.20,$73.00,$19.00,https://teleport.org/cities/leeds/,$1300,$1100,$920,https://teleport.org/cities/leeds/,Leeds,"Leeds, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","598,000",0.76,✔ Legal,✔ Legal,✔ Legal,0.20,46,69,18,32,GBP,$39510.94,https://teleport.org/cities/leeds/
129,28,0.67,1,30,9,517.09,https://teleport.org/cities/leipzig/,$36.00,$1.00,$86.00,$11.00,https://teleport.org/cities/leipzig/,$970,$750,$520,https://teleport.org/cities/leipzig/,Leipzig,"Leipzig, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","560,700",0.87,✖ Step-child adoption only,✔ Legal,✔ Civil unions,0.19,97,74,45,18,EUR,$45888.42,https://teleport.org/cities/leipzig/
130,155,1.00,3,31,19,Lille 1 University – Science and Technology,https://teleport.org/cities/lille/,$40.00,$2.50,$64.00,$15.00,https://teleport.org/cities/lille/,$1200,$940,$710,https://teleport.org/cities/lille/,Lille,"Lille, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.","478,800",0.77,✔ Legal,✔ Legal,✔ Legal,0.20,65,43,31,84,EUR,$40374.53,https://teleport.org/cities/lille/
131,56,0.10,6,19,47,365.47,https://teleport.org/cities/lima/,$53.00,$2.20,$32.00,$4.40,https://teleport.org/cities/lima/,$750,$610,$470,https://teleport.org/cities/lima/,Lima,"Lima, Peru, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and leisure & culture.","8,902,900",69.04,✔ Equal,✔ Sexual orientation and gender identity,0.52,0.18,69,145,64,103,PEN,$11817.04,https://teleport.org/cities/lima/
132,103,0.36,2,9,18,Instituto Superior Técnico Lisboa,https://teleport.org/cities/lisbon/,$51.00,$1.40,$45.00,$11.00,https://teleport.org/cities/lisbon/,$1300,$1100,$800,https://teleport.org/cities/lisbon/,Lisbon,"Lisbon, one of the oldest cities in the world, is a charming mix of Paris and San Francisco—at a fraction of the price. It offers a relaxed and tolerant environment with great local cuisine. Its central areas are best navigated by foot, allowing you to enjoy the grand architecture and pleasant climate, while its affordable public transportation system offers easy access to the rest of the city.
Lisbon is one of the top ten city matches for 10.4% of Teleport users.","3,015,100",95.36,✔ Equal,✔ Sexual orientation and gender identity,0.94,0.23,69,88,108,78,EUR,$26974.63,https://teleport.org/cities/lisbon/
133,160,0.64,0,6,17,University of Liverpool,https://teleport.org/cities/liverpool/,$43.00,$1.90,$76.00,$16.00,https://teleport.org/cities/liverpool/,$1100,$920,$750,https://teleport.org/cities/liverpool/,Liverpool,"Liverpool, United Kingdom, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, travel connectivity and business freedom.","1,587,200",0.76,✔ Legal,✔ Legal,✔ Legal,0.20,54,69,33,23,GBP,$39510.94,https://teleport.org/cities/liverpool/
134,25,0.27,3,14,9,University of Ljubljana,https://teleport.org/cities/ljubljana/,$56.00,$1.30,$46.00,$11.00,https://teleport.org/cities/ljubljana/,$960,$740,$530,https://teleport.org/cities/ljubljana/,Ljubljana,"Ljubljana, Slovenia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Ljubljana is one of the top ten city matches for 1.7% of Teleport users.","307,300",70.90,✔ Equal,Sexual orientation only,0.92,0.22,57,56,30,12,EUR,$29657.78,https://teleport.org/cities/ljubljana/
135,357,0.88,0,6,17,Imperial College London,https://teleport.org/cities/london/,$77.00,$2.60,$200.00,$18.00,https://teleport.org/cities/london/,$3200,$2500,$1900,https://teleport.org/cities/london/,London,"By Matteo Pozzi

London is packed with endless opportunities: it is one of the world's most inviting cities for startups, as well as home to world-class schools, universities and museums. There is a robust transport network offering fast and easy commuting around London. With its vibrant multicultural environment, London offers an enormous variety of cuisines, recreational opportunities and cultural activities that appeal to virtually any interest.
London is one of the top ten city matches for 17.3% of Teleport users.","15,760,000",0.76,✔ Legal,✔ Legal,✔ Legal,0.20,212,351,163,265,GBP,$39510.94,https://teleport.org/cities/london/
136,152,0.13,8,61,24,California Institute of Technology,https://teleport.org/cities/los-angeles/,$50.00,$2.60,$88.00,$14.00,https://teleport.org/cities/los-angeles/,$2700,$2300,$1800,https://teleport.org/cities/los-angeles/,Los-Angeles,"Los Angeles is a sprawling city of 500 square miles and the heart of a metropolitan area with 18 million residents. It is a fabled California region, home to Hollywood and America's entertainment industry with year-round sunshine, world-famous beaches, and an intense car culture. The ""City of Angels"" is a magnet to people from around the world and a uniquely exciting environment.
Los Angeles is one of the top ten city matches for 11.5% of Teleport users.","19,042,300",93.19,✔ Equal,✔ Sexual orientation and gender identity,0.44,0.09,270,282,227,222,USD,$54596.65,https://teleport.org/cities/los-angeles/
137,22,0.12,14,120,16,478.04,https://teleport.org/cities/louisville/,$36.00,$3.10,$56.00,$11.00,https://teleport.org/cities/louisville/,$1100,$950,$750,https://teleport.org/cities/louisville/,Louisville,"Louisville, Kentucky, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.","701,400",71.09,✔ Equal,✖ No protections,0.44,0.06,114,88,55,43,USD,$54596.65,https://teleport.org/cities/louisville/
138,62,0.48,1,15,25,494.80,https://teleport.org/cities/luxembourg/,$76.00,$1.70,$48.00,$20.00,https://teleport.org/cities/luxembourg/,$2700,$2100,$1500,https://teleport.org/cities/luxembourg/,Luxembourg,"Luxembourg, Luxembourg, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality.
Luxembourg is one of the top ten city matches for 1.6% of Teleport users.","126,100",89.78,✔ Equal,✔ Sexual orientation and gender identity,0.84,0.17,23,20,18,10,EUR,$92048.55,https://teleport.org/cities/luxembourg/
139,16,0.60,0,7,No hay dato,No hay dato,https://teleport.org/cities/lviv/,$16.00,$0.55,$5.50,$3.10,https://teleport.org/cities/lviv/,$410,$320,$230,https://teleport.org/cities/lviv/,Lviv,"Lviv, Ukraine, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, safety and leisure & culture.","717,800",71.98,✔ Equal,✔ Sexual orientation and gender identity,0.61,0.20,58,63,24,31,UAH,$8668.33,https://teleport.org/cities/lviv/
140,78,0.81,3,31,19,École Normale Supérieure de Lyon,https://teleport.org/cities/lyon/,$57.00,$2.40,$72.00,$16.00,https://teleport.org/cities/lyon/,$1500,$1200,$840,https://teleport.org/cities/lyon/,Lyon,"Lyon, France, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Lyon is one of the top ten city matches for 0.3% of Teleport users.","1,289,700",0.77,✔ Legal,✔ Legal,✔ Legal,0.20,56,67,51,124,EUR,$40374.53,https://teleport.org/cities/lyon/
141,11,0.11,10,69,24,University of Wisconsin-Madison,https://teleport.org/cities/madison/,$41.00,$1.70,$64.00,$14.00,https://teleport.org/cities/madison/,$1600,$1300,$1000,https://teleport.org/cities/madison/,Madison,"Madison, Wisconsin, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.
Madison is one of the top ten city matches for 2.7% of Teleport users.","366,400",82.97,✔ Equal,Sexual orientation only,0.73,0.06,122,121,39,34,USD,$54596.65,https://teleport.org/cities/madison/
142,158,0.48,1,10,22,Autonomous University of Madrid,https://teleport.org/cities/madrid/,$46.00,$1.00,$71.00,$13.00,https://teleport.org/cities/madrid/,$1500,$1200,$870,https://teleport.org/cities/madrid/,Madrid,"Madrid, Spain, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.
Madrid is one of the top ten city matches for 6.3% of Teleport users.","10,070,300",0.88,✔ Legal,✔ Legal,✔ Legal,0.21,78,173,134,124,EUR,$33711.41,https://teleport.org/cities/madrid/
143,115,0.35,1,10,17,490.84,https://teleport.org/cities/malaga/,$38.00,$0.80,$49.00,$11.00,https://teleport.org/cities/malaga/,$920,$780,$640,https://teleport.org/cities/malaga/,Malaga,"Malaga, Spain, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.","603,400",0.88,✔ Legal,✔ Legal,✔ Legal,0.21,49,60,42,33,EUR,$33711.41,https://teleport.org/cities/malaga/
144,126,0.39,1,21,13,481.75,https://teleport.org/cities/malmo/,$36.00,$1.60,$62.00,$12.00,https://teleport.org/cities/malmo/,$1300,$1000,$770,https://teleport.org/cities/malmo/,Malmo,"Malmo, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.","345,900",93.59,✔ Equal,✔ Sexual orientation and gender identity,0.10,0.25,103,74,19,30,SEK,$45986.38,https://teleport.org/cities/malmo/
145,8,No hay dato,5,8,No hay dato,No hay dato,https://teleport.org/cities/managua/,$17.00,$1.10,$4.40,$37.00,https://teleport.org/cities/managua/,$500,$400,$290,https://teleport.org/cities/managua/,Managua,"Managua, Nicaragua, features a very safe living environment. This urban area is consistently ahead in tolerance.","1,056,300",83.04,✔ Equal,Sexual orientation only,1.00,0.15,33,43,3,17,NIO,$4736.48,https://teleport.org/cities/managua/
146,160,0.59,0,6,17,University of Manchester,https://teleport.org/cities/manchester/,$40.00,$2.40,$78.00,$16.00,https://teleport.org/cities/manchester/,$1500,$1200,$970,https://teleport.org/cities/manchester/,Manchester,"Manchester, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and tolerance.
Manchester is one of the top ten city matches for 1.0% of Teleport users.","1,945,900",0.76,✔ Legal,✔ Legal,✔ Legal,0.20,81,111,45,81,GBP,$39510.94,https://teleport.org/cities/manchester/
147,78,0.14,9,5,No hay dato,No hay dato,https://teleport.org/cities/manila/,$43.00,$0.85,$20.00,$4.40,https://teleport.org/cities/manila/,$870,$630,$390,https://teleport.org/cities/manila/,Manila,"Manila, Philippines, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and leisure & culture.
Manila is one of the top ten city matches for 0.3% of Teleport users.","10,008,200",0.73,✖ Single only,✔ Legal,✖ Not legal,0.12,296,300,140,96,PHP,$6961.63,https://teleport.org/cities/manila/
148,85,0.78,3,31,19,Aix-Marseille University,https://teleport.org/cities/marseille/,$42.00,$2.00,$56.00,$15.00,https://teleport.org/cities/marseille/,$1200,$930,$720,https://teleport.org/cities/marseille/,Marseille,"Marseille, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare.","3,093,900",0.77,✔ Legal,✔ Legal,✔ Legal,0.20,107,61,52,81,EUR,$40374.53,https://teleport.org/cities/marseille/
149,25,No hay dato,26,6,48,University of Antioquia,https://teleport.org/cities/medellin/,$32.00,$0.92,$29.00,$4.50,https://teleport.org/cities/medellin/,$620,$510,$400,https://teleport.org/cities/medellin/,Medellin,"Medellin, Colombia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, safety and tolerance.
Medellin is one of the top ten city matches for 2.8% of Teleport users.","3,271,300",89.16,✔ Equal,Sexual orientation only,0.95,0.16,66,73,49,45,COP,$13430.45,https://teleport.org/cities/medellin/
150,56,0.27,1,24,16,University of Melbourne,https://teleport.org/cities/melbourne/,$62.00,$4.00,$110.00,$12.00,https://teleport.org/cities/melbourne/,$1900,$1600,$1300,https://teleport.org/cities/melbourne/,Melbourne,"Melbourne, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare.
Melbourne is one of the top ten city matches for 6.7% of Teleport users.","8,223,700",0.79,N/A,✔ Legal,Varies by Region,0.10,140,177,87,125,AUD,$46433.30,https://teleport.org/cities/melbourne/
151,32,0.12,16,96,16,478.04,https://teleport.org/cities/memphis/,$35.00,$1.60,$46.00,$15.00,https://teleport.org/cities/memphis/,$1200,$990,$800,https://teleport.org/cities/memphis/,Memphis,"Memphis, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and leisure & culture.","1,548,200",70.00,✔ Equal,✖ No protections,0.10,0.09,91,79,61,52,USD,$54596.65,https://teleport.org/cities/memphis/
152,94,0.13,11,15,46,National Autonomous University of Mexico,https://teleport.org/cities/mexico-city/,$64.00,$1.00,$18.00,$5.60,https://teleport.org/cities/mexico-city/,$900,$710,$520,https://teleport.org/cities/mexico-city/,Mexico-City,"Mexico City, Mexico, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Mexico City is one of the top ten city matches for 0.7% of Teleport users.","32,933,200",0.61,✔ Legal,✔ Legal,✔ Legal,0.16,152,153,136,217,MXN,$17880.51,https://teleport.org/cities/mexico-city/
153,167,0.11,12,98,24,University of Miami,https://teleport.org/cities/miami/,$36.00,$2.20,$100.00,$19.00,https://teleport.org/cities/miami/,$2400,$1900,$1400,https://teleport.org/cities/miami/,Miami,"Miami, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and leisure & culture.
Miami is one of the top ten city matches for 0.3% of Teleport users.","5,578,900",67.19,✔ Equal,✖ No protections,0.53,0.07,177,237,113,147,USD,$54596.65,https://teleport.org/cities/miami/
154,164,0.63,1,12,26,Polytechnic University of Milan,https://teleport.org/cities/milan/,$75.00,$2.00,$41.00,$18.00,https://teleport.org/cities/milan/,$1800,$1500,$1100,https://teleport.org/cities/milan/,Milan,"Milan, Italy, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Milan is one of the top ten city matches for 0.1% of Teleport users.","3,956,100",0.74,✖ Illegal,✔ Legal,✔ Civil unions,0.22,94,188,91,195,EUR,$35486.17,https://teleport.org/cities/milan/
155,30,0.11,10,69,24,Medical College of Wisconsin,https://teleport.org/cities/milwaukee/,$35.00,$2.30,$62.00,$12.00,https://teleport.org/cities/milwaukee/,$1500,$1200,$940,https://teleport.org/cities/milwaukee/,Milwaukee,"Milwaukee, Wisconsin, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture.","1,613,500",82.97,✔ Equal,Sexual orientation only,0.12,0.06,195,177,110,116,USD,$54596.65,https://teleport.org/cities/milwaukee/
