,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,Large_apartment,Medium_apartment,Small_apartment,Cities,Description,Poblacion,Homosexuality_acceptance,LGBT_adoption_rights,LGBT_homosexuality_rights,LGBT_marriage_rights,VAT_Sales_Tax,Art_galleries,Concert_venues,Museums,Sport_venues,Currency_for_urban_area,GDP_per_capita,Growth_percentage,Unemployment_percentage,Url,Average_Annual_percent_sunshine,Airport_score,Coordenadas
119,17,0.12,16,96,24,"University of Tennessee, Knoxville",36.0,3.1,48.0,13.0,1200,1000,890,Knoxville,"Knoxville, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and internet access.",220500,70.0, Equal, No protections,0.37,0.09,94,95,27,43,USD,54596.65,0.05,0.05,https://teleport.org/cities/knoxville/,97.0,0.16,"(35.9603948, -83.9210261)"
120,52,0.3,0,1,14,AGH University of Science and Technology,35.0,1.0,28.0,6.1,860,700,540,Krakow,"Krakow, Poland, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and leisure & culture.
Krakow is one of the top ten city matches for 0.6% of Teleport users.",822600,42.0, Illegal, Legal, Unrecognized,0.23,83,59,48,12,PLN,25105.4,-0.01,0.1,https://teleport.org/cities/krakow/,217.0,0.29,"(50.0619474, 19.9368564)"
121,115,0.19,1,2,38,Universiti Putra Malaysia,43.0,3.0,35.0,3.6,720,610,490,Kuala-Lumpur,"Kuala Lumpur, Malaysia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, business freedom and leisure & culture.
Kuala Lumpur is one of the top ten city matches for 0.5% of Teleport users.",6265700,9.0,Married couples only, Illegal (imprisonment as punishment), Unrecognized,0.06,311,357,159,253,MYR,24654.19,0.1,0.03,https://teleport.org/cities/kuala-lumpur/,12.5,0.52,"(3.1516964, 101.6942371)"
122,71,1.0,0,1,3,Kyoto University,100.0,3.0,16.0,83.0,1100,900,660,Kyoto,"Kyoto, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, business freedom and healthcare.",2234100,54.0,Ambiguous, Legal, Unrecognized,0.08,166,90,93,32,JPY,37389.79,-0.02,0.03,https://teleport.org/cities/kyoto/,0.0,0.36,"(35.021041, 135.7556075)"
123,42,0.1,33,2,0,No hay dato,43.0,0.97,39.0,6.0,820,720,630,Lagos,"Lagos, Nigeria, differentiates itself with low living costs. This urban area is consistently ahead in housing.",9934700,1.0, Illegal,"Male illegal, female uncertain", Not legal,0.05,47,65,6,17,NGN,6031.42,0.13,0.24,https://teleport.org/cities/lagos/,312.0,0.25,"(6.4550575, 3.3941795)"
124,16,0.11,1,3,0,No hay dato,27.0,1.5,5.8,55.0,550,430,300,La-Paz,"La Paz, Bolivia, features a very safe living environment. When considering your preferences, this city does not have any category with a high rating.",812800,43.0, Single only, Legal, Unrecognized,0.13,32,33,32,38,BOB,6220.93,0.07,0.08,https://teleport.org/cities/la-paz/,12.5,0.15,"(-16.4955455, -68.1336229)"
125,80,0.47,1,10,17,No hay dato,43.0,1.2,48.0,13.0,910,740,560,Las-Palmas-de-Gran-Canaria,"Las Palmas de Gran Canaria, Spain, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.",381800,88.0, Legal, Legal, Legal,0.21,22,30,14,11,EUR,33711.41,0.03,0.2,https://teleport.org/cities/las-palmas-de-gran-canaria/,65.0,0.39,"(28.1288694, -15.4349015)"
126,133,0.11,14,168,16,No hay dato,28.0,1.9,61.0,13.0,1200,1000,880,Las-Vegas,"Las Vegas, Nevada, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, startups and healthcare.
Las Vegas is one of the top ten city matches for 0.3% of Teleport users.",1953000,93.13, Equal, Sexual orientation and gender identity,0.50,0.08,229,166,71,41,USD,54596.65,0.17,0.05,https://teleport.org/cities/las-vegas/,211.0,0.59,"(36.1672559, -115.148516)"
127,101,0.83,3,24,11,École Polytechnique Fédérale de Lausanne,100.0,1.6,84.0,24.0,2400,1800,1300,Lausanne,"Lausanne, Switzerland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and education.",214600,81.79, Equal, Sexual orientation and gender identity,0.86,0.08,40,35,26,13,CHF,58087.21,0.06,0.03,https://teleport.org/cities/lausanne/,0.0,0.47,"(46.5218269, 6.6327025)"
128,159,0.63,0,6,17,University of Leeds,41.0,2.2,73.0,19.0,1300,1100,920,Leeds,"Leeds, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",598000,76.0, Legal, Legal, Legal,0.2,46,69,18,32,GBP,39510.94,0.02,0.05,https://teleport.org/cities/leeds/,91.0,0.69,"(53.7974185, -1.5437941)"
129,28,0.67,1,30,9,No hay dato,36.0,1.0,86.0,11.0,970,750,520,Leipzig,"Leipzig, Germany, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",560700,87.0, Step-child adoption only, Legal, Civil unions,0.19,97,74,45,18,EUR,45888.42,0.0,0.04,https://teleport.org/cities/leipzig/,290.0,0.2,"(51.3406321, 12.3747329)"
130,155,1.0,3,31,19,No hay dato,40.0,2.5,64.0,15.0,1200,940,710,Lille,"Lille, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",478800,77.0, Legal, Legal, Legal,0.2,65,43,31,84,EUR,40374.53,0.0,0.1,https://teleport.org/cities/lille/,12.9,0.2,"(50.6365654, 3.0635282)"
131,56,0.1,6,19,47,No hay dato,53.0,2.2,32.0,4.4,750,610,470,Lima,"Lima, Peru, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and leisure & culture.",8902900,69.04, Equal, Sexual orientation and gender identity,0.52,0.18,69,145,64,103,PEN,11817.04,0.09,0.06,https://teleport.org/cities/lima/,12.5,0.3,"(-12.0621065, -77.0365256)"
132,103,0.36,2,9,18,Instituto Superior Técnico Lisboa,51.0,1.4,45.0,11.0,1300,1100,800,Lisbon,"Lisbon, one of the oldest cities in the world, is a charming mix of Paris and San Francisco—at a fraction of the price. It offers a relaxed and tolerant environment with great local cuisine. Its central areas are best navigated by foot, allowing you to enjoy the grand architecture and pleasant climate, while its affordable public transportation system offers easy access to the rest of the city.
Lisbon is one of the top ten city matches for 10.4% of Teleport users.",3015100,95.36, Equal, Sexual orientation and gender identity,0.94,0.23,69,88,108,78,EUR,26974.63,0.0,0.11,https://teleport.org/cities/lisbon/,218.0,0.48,"(38.7077507, -9.1365919)"
133,160,0.64,0,6,17,University of Liverpool,43.0,1.9,76.0,16.0,1100,920,750,Liverpool,"Liverpool, United Kingdom, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, travel connectivity and business freedom.",1587200,76.0, Legal, Legal, Legal,0.2,54,69,33,23,GBP,39510.94,0.01,0.05,https://teleport.org/cities/liverpool/,89.0,0.69,"(53.4071991, -2.99168)"
134,25,0.27,3,14,9,University of Ljubljana,56.0,1.3,46.0,11.0,960,740,530,Ljubljana,"Ljubljana, Slovenia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.
Ljubljana is one of the top ten city matches for 1.7% of Teleport users.",307300,70.9, Equal,Sexual orientation only,0.92,0.22,57,56,30,12,EUR,29657.78,0.04,0.12,https://teleport.org/cities/ljubljana/,200.0,0.19,"(46.0499803, 14.5068602)"
135,357,0.88,0,6,17,Imperial College London,77.0,2.6,200.0,18.0,3200,2500,1900,London,"By Matteo Pozzi

London is packed with endless opportunities: it is one of the world's most inviting cities for startups, as well as home to world-class schools, universities and museums. There is a robust transport network offering fast and easy commuting around London. With its vibrant multicultural environment, London offers an enormous variety of cuisines, recreational opportunities and cultural activities that appeal to virtually any interest.
London is one of the top ten city matches for 17.3% of Teleport users.",15760000,76.0, Legal, Legal, Legal,0.2,212,351,163,265,GBP,39510.94,0.05,0.05,https://teleport.org/cities/london/,241.4,1.0,"(51.5073219, -0.1276474)"
136,152,0.13,8,61,24,California Institute of Technology,50.0,2.6,88.0,14.0,2700,2300,1800,Los-Angeles,"Los Angeles is a sprawling city of 500 square miles and the heart of a metropolitan area with 18 million residents. It is a fabled California region, home to Hollywood and America's entertainment industry with year-round sunshine, world-famous beaches, and an intense car culture. The ""City of Angels"" is a magnet to people from around the world and a uniquely exciting environment.
Los Angeles is one of the top ten city matches for 11.5% of Teleport users.",19042300,93.19, Equal, Sexual orientation and gender identity,0.44,0.09,270,282,227,222,USD,54596.65,0.03,0.05,https://teleport.org/cities/los-angeles/,147.0,0.66,"(34.0536909, -118.242766)"
137,22,0.12,14,120,16,No hay dato,36.0,3.1,56.0,11.0,1100,950,750,Louisville,"Louisville, Kentucky, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.",701400,71.09, Equal, No protections,0.44,0.06,114,88,55,43,USD,54596.65,0.03,0.05,https://teleport.org/cities/louisville/,93.0,0.17,"(38.2542376, -85.759407)"
138,62,0.48,1,15,25,No hay dato,76.0,1.7,48.0,20.0,2700,2100,1500,Luxembourg,"Luxembourg, Luxembourg, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in business freedom, healthcare and environmental quality.
Luxembourg is one of the top ten city matches for 1.6% of Teleport users.",126100,89.78, Equal, Sexual orientation and gender identity,0.84,0.17,23,20,18,10,EUR,92048.55,0.09,0.07,https://teleport.org/cities/luxembourg/,12.9,0.43,"(49.8158683, 6.1296751)"
139,16,0.6,0,7,0,No hay dato,16.0,0.55,5.5,3.1,410,320,230,Lviv,"Lviv, Ukraine, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, safety and leisure & culture.",717800,71.98, Equal, Sexual orientation and gender identity,0.61,0.2,58,63,24,31,UAH,8668.33,0.0,0.1,https://teleport.org/cities/lviv/,31.0,0.15,"(49.841952, 24.0315921)"
140,78,0.81,3,31,19,École Normale Supérieure de Lyon,57.0,2.4,72.0,16.0,1500,1200,840,Lyon,"Lyon, France, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Lyon is one of the top ten city matches for 0.3% of Teleport users.",1289700,77.0, Legal, Legal, Legal,0.2,56,67,51,124,EUR,40374.53,0.02,0.1,https://teleport.org/cities/lyon/,12.8,0.39,"(45.7578137, 4.8320114)"
141,11,0.11,10,69,24,University of Wisconsin-Madison,41.0,1.7,64.0,14.0,1600,1300,1000,Madison,"Madison, Wisconsin, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.
Madison is one of the top ten city matches for 2.7% of Teleport users.",366400,82.97, Equal,Sexual orientation only,0.73,0.06,122,121,39,34,USD,54596.65,0.05,0.05,https://teleport.org/cities/madison/,90.0,0.13,"(43.074761, -89.3837613)"
142,158,0.48,1,10,22,Autonomous University of Madrid,46.0,1.0,71.0,13.0,1500,1200,870,Madrid,"Madrid, Spain, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.
Madrid is one of the top ten city matches for 6.3% of Teleport users.",10070300,88.0, Legal, Legal, Legal,0.21,78,173,134,124,EUR,33711.41,0.02,0.2,https://teleport.org/cities/madrid/,94.0,0.69,"(40.4167047, -3.7035825)"
143,115,0.35,1,10,17,No hay dato,38.0,0.8,49.0,11.0,920,780,640,Malaga,"Malaga, Spain, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.",603400,88.0, Legal, Legal, Legal,0.21,49,60,42,33,EUR,33711.41,0.04,0.2,https://teleport.org/cities/malaga/,107.0,0.52,"(36.7213028, -4.4216366)"
144,126,0.39,1,21,13,No hay dato,36.0,1.6,62.0,12.0,1300,1000,770,Malmo,"Malmo, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.",345900,93.59, Equal, Sexual orientation and gender identity,0.10,0.25,103,74,19,30,SEK,45986.38,0.09,0.07,https://teleport.org/cities/malmo/,0.0,0.57,"(55.6052931, 13.0001566)"
145,8,0.0,5,8,0,No hay dato,17.0,1.1,4.4,37.0,500,400,290,Managua,"Managua, Nicaragua, features a very safe living environment. This urban area is consistently ahead in tolerance.",1056300,83.04, Equal,Sexual orientation only,1.00,0.15,33,43,3,17,NIO,4736.48,0.02,0.06,https://teleport.org/cities/managua/,252.0,0.12,"(12.1459907, -86.2746665)"
146,160,0.59,0,6,17,University of Manchester,40.0,2.4,78.0,16.0,1500,1200,970,Manchester,"Manchester, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and tolerance.
Manchester is one of the top ten city matches for 1.0% of Teleport users.",1945900,76.0, Legal, Legal, Legal,0.2,81,111,45,81,GBP,39510.94,0.04,0.05,https://teleport.org/cities/manchester/,13.0,0.69,"(53.4794892, -2.2451148)"
147,78,0.14,9,5,0,No hay dato,43.0,0.85,20.0,4.4,870,630,390,Manila,"Manila, Philippines, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and leisure & culture.
Manila is one of the top ten city matches for 0.3% of Teleport users.",10008200,73.0, Single only, Legal, Not legal,0.12,296,300,140,96,PHP,6961.63,0.03,0.07,https://teleport.org/cities/manila/,12.5,0.39,"(14.5907332, 120.9809674)"
148,85,0.78,3,31,19,Aix-Marseille University,42.0,2.0,56.0,15.0,1200,930,720,Marseille,"Marseille, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare.",3093900,77.0, Legal, Legal, Legal,0.2,107,61,52,81,EUR,40374.53,0.01,0.1,https://teleport.org/cities/marseille/,12.7,0.41,"(43.2961743, 5.3699525)"
149,25,0.0,26,6,48,University of Antioquia,32.0,0.92,29.0,4.5,620,510,400,Medellin,"Medellin, Colombia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, safety and tolerance.
Medellin is one of the top ten city matches for 2.8% of Teleport users.",3271300,89.16, Equal,Sexual orientation only,0.95,0.16,66,73,49,45,COP,13430.45,0.01,0.1,https://teleport.org/cities/medellin/,12.5,0.19,"(6.2443382, -75.573553)"
150,56,0.27,1,24,16,University of Melbourne,62.0,4.0,110.0,12.0,1900,1600,1300,Melbourne,"Melbourne, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare.
Melbourne is one of the top ten city matches for 6.7% of Teleport users.",8223700,79.0,No hay dato, Legal,Varies by Region,0.1,140,177,87,125,AUD,46433.3,0.07,0.06,https://teleport.org/cities/melbourne/,12.6,0.3,"(-37.8142176, 144.9631608)"
151,32,0.12,16,96,16,No hay dato,35.0,1.6,46.0,15.0,1200,990,800,Memphis,"Memphis, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and leisure & culture.",1548200,70.0, Equal, No protections,0.10,0.09,91,79,61,52,USD,54596.65,0.01,0.05,https://teleport.org/cities/memphis/,118.0,0.21,"(35.1490215, -90.0516285)"
152,94,0.13,11,15,46,National Autonomous University of Mexico,64.0,1.0,18.0,5.6,900,710,520,Mexico-City,"Mexico City, Mexico, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Mexico City is one of the top ten city matches for 0.7% of Teleport users.",32933200,61.0, Legal, Legal, Legal,0.16,152,153,136,217,MXN,17880.51,0.01,0.04,https://teleport.org/cities/mexico-city/,12.5,0.45,"(19.4326296, -99.1331785)"
153,167,0.11,12,98,24,University of Miami,36.0,2.2,100.0,19.0,2400,1900,1400,Miami,"Miami, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and leisure & culture.
Miami is one of the top ten city matches for 0.3% of Teleport users.",5578900,67.19, Equal, No protections,0.53,0.07,177,237,113,147,USD,54596.65,0.03,0.05,https://teleport.org/cities/miami/,75.0,0.72,"(25.7741728, -80.19362)"
154,164,0.63,1,12,26,Polytechnic University of Milan,75.0,2.0,41.0,18.0,1800,1500,1100,Milan,"Milan, Italy, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Milan is one of the top ten city matches for 0.1% of Teleport users.",3956100,74.0, Illegal, Legal, Civil unions,0.22,94,188,91,195,EUR,35486.17,0.01,0.11,https://teleport.org/cities/milan/,12.8,0.71,"(45.4641943, 9.1896346)"
155,30,0.11,10,69,24,Medical College of Wisconsin,35.0,2.3,62.0,12.0,1500,1200,940,Milwaukee,"Milwaukee, Wisconsin, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture.",1613500,82.97, Equal,Sexual orientation only,0.12,0.06,195,177,110,116,USD,54596.65,0.0,0.05,https://teleport.org/cities/milwaukee/,90.0,0.2,"(43.0349931, -87.922497)"
156,130,0.13,8,85,24,University of Minnesota,47.0,2.3,70.0,16.0,1900,1500,1200,Minneapolis-Saint-Paul,"Minneapolis-Saint Paul, Minnesota, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture.
Minneapolis-Saint Paul is one of the top ten city matches for 4.5% of Teleport users.",3236800,96.88, Equal, Sexual orientation and gender identity,0.46,0.08,206,197,102,165,USD,54596.65,0.03,0.05,https://teleport.org/cities/minneapolis-saint-paul/,96.0,0.58,"(44.878019050000006, -93.2209280537696)"
157,41,0.51,0,7,0,Belarusian State University,38.0,0.83,15.0,6.7,470,400,330,Minsk,"Minsk, Belarus, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality.
Minsk is one of the top ten city matches for 7.2% of Teleport users.",2097800,56.93, Equal,Ambiguous,0.92,0.2,103,106,73,118,BYN,18161.43,0.04,0.01,https://teleport.org/cities/minsk/,13.0,0.25,"(53.9024716, 27.5618225)"
158,12,0.1,12,32,34,No hay dato,53.0,2.1,51.0,12.0,930,750,580,Montevideo,"Montevideo, Uruguay, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in business freedom and tolerance.",1452900,96.4, Equal, Sexual orientation and gender identity,0.95,0.22,62,82,62,69,UYU,20556.33,0.01,0.08,https://teleport.org/cities/montevideo/,302.0,0.14,"(-34.9058916, -56.1913095)"
159,93,0.25,2,31,5,McGill University,38.0,2.5,63.0,12.0,1100,930,730,Montreal,"Montreal is the largest city of Canada's French-speaking region, and a center for finance, aerospace and international organizations. With its unique culture, bilingual residents (French/English) and beautiful architecture, Montreal offers 50 of Canada's National Historic sites—more than any other Canadian city. Add Montreal's tolerant people plus a relatively low cost of living and you get a city worthy of strong consideration.
Montreal is one of the top ten city matches for 15.0% of Teleport users.",4264200,80.0, Legal, Legal, Legal,0.05,107,84,54,98,CAD,44843.44,0.04,0.07,https://teleport.org/cities/montreal/,12.8,0.44,"(45.5031824, -73.5698065)"
160,257,0.81,25,9,21,Lomonosov Moscow State University,68.0,1.1,36.0,9.2,1500,1200,840,Moscow,"By Kevin Kiseljov

Moscow is a lively city, rich in history and culture. It is Russia's national center for visual and performing arts and home to some of the best known performance companies in the world. Renowned for its grand architecture, the city boasts excellent travel connections and low cost of living. With more than 12 million residents, Moscow is among the most populous cities in the world, but roughly 40% of its territory is still covered by greenery.
Moscow is one of the top ten city matches for 4.7% of Teleport users.",22286900,16.0, Single only, Legal, Not legal,0.18,253,289,205,309,RUB,24805.49,0.06,0.08,https://teleport.org/cities/moscow/,0.0,1.0,"(55.7504461, 37.6174943)"
161,83,0.68,0,4,0,Indian Institute of Technology Bombay,36.0,2.0,10.0,6.0,980,740,500,Mumbai,"Mumbai, the most populous city in India, offers a wide variety of jobs from conventional industries to IT services. It is also home to the Bollywood film industry. As India's capital of finance, Mumbai has the greatest number of fin-tech startups, while the cost of living and rental prices remain reasonably low.
Mumbai is one of the top ten city matches for 14.2% of Teleport users.",21842100,24.29, Equal,Ambiguous,0.55,0.06,142,159,40,105,INR,5855.31,0.04,0.08,https://teleport.org/cities/mumbai/,12.5,0.4,"(19.0759899, 72.8773928)"
162,191,0.8,1,30,10,LMU Munich,56.0,1.4,74.0,16.0,2200,1800,1400,Munich,"Munich has a strong background in multiple industries, and is now a center for software and biotechnology. It's also the second largest publishing center in the world. People who love sports or nature aren't left out either: the Bavarian Alps allow winter lovers to indulge themselves while FC Bayern Munich is one of the most important football teams in the world.
Munich is one of the top ten city matches for 32.7% of Teleport users.",3657500,87.0, Step-child adoption only, Legal, Civil unions,0.19,107,107,99,83,EUR,45888.42,0.04,0.04,https://teleport.org/cities/munich/,12.8,0.81,"(48.1371079, 11.5753822)"
163,72,0.1,33,6,0,University of Nairobi,81.0,1.6,28.0,6.1,920,680,440,Nairobi,"Nairobi, Kenya, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.",2814900,8.0, Illegal, Illegal (imprisonment as punishment), Not legal,0.16,55,85,9,28,KES,3084.43,0.14,0.4,https://teleport.org/cities/nairobi/,12.5,0.36,"(-1.2832533, 36.8172449)"
164,55,0.7,3,31,19,University of Nantes,44.0,2.2,71.0,17.0,1200,900,640,Nantes,"Nantes, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",623100,77.0, Legal, Legal, Legal,0.2,60,47,21,100,EUR,40374.53,0.01,0.1,https://teleport.org/cities/nantes/,12.8,0.3,"(47.2186371, -1.5541362)"
165,51,0.5,1,12,26,University of Naples Federico II,52.0,2.2,50.0,13.0,930,770,610,Naples,"Naples, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and tolerance.",1913800,74.0, Illegal, Legal, Civil unions,0.22,75,65,63,34,EUR,35486.17,-0.04,0.11,https://teleport.org/cities/naples/,12.7,0.28,"(40.8359336, 14.2487826)"
166,47,0.11,16,96,24,Vanderbilt University,38.0,2.1,66.0,14.0,1900,1600,1200,Nashville,"Nashville, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Nashville is one of the top ten city matches for 0.3% of Teleport users.",530900,70.0, Equal, No protections,0.65,0.09,148,191,41,61,USD,54596.65,0.03,0.05,https://teleport.org/cities/nashville/,103.0,0.27,"(36.1622767, -86.7742984)"
167,39,0.11,19,141,24,Tulane University,54.0,3.0,53.0,18.0,1600,1400,1200,New-Orleans,"New Orleans, Louisiana, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and leisure & culture.",947300,72.81, Equal, No protections,0.29,0.1,148,133,53,73,USD,54596.65,-0.11,0.05,https://teleport.org/cities/new-orleans/,101.0,0.24,"(29.9499323, -90.0701156)"
168,220,0.41,4,26,24,Columbia University,83.0,2.9,120.0,18.0,3800,3100,2400,New-York,"The New York metropolitan area is one of the most populated cities in the world. New York City itself is an international center for numerous industries including finance, theater, television, film, arts, and technology. It is also home to an astonishing 37% of foreign-born residents. Costs are high, but so are the energy levels and ambitious spirit. Whether you're visiting or planning to move, the ""Big Apple"" has something to offer for everyone.
New York is one of the top ten city matches for 13.9% of Teleport users.",28940400,86.72, Equal,Sexual orientation only,0.46,0.09,360,286,216,175,USD,54596.65,-0.01,0.05,https://teleport.org/cities/new-york/,107.0,0.92,"(40.7127281, -74.0060152)"
169,91,0.86,3,31,19,University of Nice Sophia Antipolis,57.0,2.1,44.0,20.0,1500,1200,840,Nice,"Nice, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in safety and healthcare.",370900,77.0, Legal, Legal, Legal,0.2,47,33,29,23,EUR,40374.53,-0.02,0.1,https://teleport.org/cities/nice/,0.0,0.43,"(43.7009358, 7.2683912)"
170,61,0.0,2,36,39,University of Cyprus,58.0,1.4,49.0,16.0,750,600,460,Nicosia,"Nicosia, Cyprus, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.
Nicosia is one of the top ten city matches for 0.9% of Teleport users.",234900,73.65, Equal, Sexual orientation and gender identity,0.75,0.19,92,104,48,27,EUR,30769.09,0.03,0.12,https://teleport.org/cities/nicosia/,336.0,0.32,"(35.1739302, 33.364726)"
171,20,0.11,16,121,16,No hay dato,27.0,2.7,45.0,11.0,1200,990,820,Oklahoma-City,"Oklahoma City, Oklahoma, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.
Oklahoma City is one of the top ten city matches for 1.6% of Teleport users.",1199600,67.67, Unequal, No protections,0.52,0.08,144,131,81,109,USD,54596.65,0.05,0.05,https://teleport.org/cities/oklahoma-city/,139.0,0.17,"(35.4729886, -97.5170536)"
172,19,0.12,9,70,24,University of Nebraska Medical Center,36.0,2.0,51.0,10.0,1200,990,760,Omaha,"Omaha, Nebraska, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.",639900,72.81, Equal, No protections,0.42,0.07,150,143,30,64,USD,54596.65,0.05,0.05,https://teleport.org/cities/omaha/,111.0,0.16,"(41.2587459, -95.9383758)"
173,146,0.11,12,98,16,No hay dato,38.0,2.4,56.0,15.0,1500,1300,1100,Orlando,"Orlando, Florida, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and environmental quality.
Orlando is one of the top ten city matches for 0.5% of Teleport users.",1465500,67.19, Equal, No protections,0.48,0.07,231,202,109,86,USD,54596.65,0.12,0.05,https://teleport.org/cities/orlando/,90.0,0.64,"(28.5421109, -81.3790304)"
174,71,0.88,0,1,3,Osaka University,73.0,1.6,84.0,7.5,1100,840,600,Osaka,"Osaka, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.",10762400,54.0,Ambiguous, Legal, Unrecognized,0.08,218,234,165,102,JPY,37389.79,-0.01,0.03,https://teleport.org/cities/osaka/,12.6,0.36,"(34.6198813, 135.490357)"
175,123,0.48,2,31,13,University of Oslo,57.0,3.6,84.0,24.0,2200,1900,1600,Oslo,"Oslo, Norway, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Oslo is one of the top ten city matches for 0.9% of Teleport users.",1241700,93.13, Equal, Sexual orientation and gender identity,0.45,0.25,120,95,85,159,NOK,66937.46,0.07,0.05,https://teleport.org/cities/oslo/,177.0,0.55,"(59.9133301, 10.7389701)"
176,26,0.12,2,31,5,University of Ottawa,42.0,2.3,89.0,14.0,1300,1100,840,Ottawa,"Ottawa, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Ottawa is one of the top ten city matches for 6.6% of Teleport users.",1269000,80.0, Legal, Legal, Legal,0.05,65,85,44,41,CAD,44843.44,0.07,0.07,https://teleport.org/cities/ottawa/,246.7,0.19,"(45.4211435, -75.6900574)"
177,3,0.44,3,27,6,University of Oulu,64.0,2.6,14.0,56.0,1100,910,690,Oulu,"Oulu, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.",211200,77.55, Equal, Sexual orientation and gender identity,0.88,0.24,27,38,21,13,EUR,40346.97,0.06,0.09,https://teleport.org/cities/oulu/,13.5,0.1,"(65.0118734, 25.4716809)"
178,294,0.59,0,6,17,University of Oxford,57.0,2.8,86.0,14.0,2400,1900,1400,Oxford,"Oxford, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.",189000,76.0, Legal, Legal, Legal,0.2,24,23,11,10,GBP,39510.94,0.05,0.05,https://teleport.org/cities/oxford/,0.0,1.0,"(51.7520131, -1.2578499)"
