,Climate,Growth_percentage,GDP_per_capita,Unemployment_percentage,Homosexuality_acceptance,LGBT_adoption_rights,LGBT_homosexuality_rights,LGBT_marriage_rights,VAT_Sales_Tax,Art_galleries,Concert_venues,Museums,Sport_venues,Currency_for_urban_area,Monthly_Fitness_Club_Membership,Beer,Monthly_Public_Transport,Lunch,Airport_score,Airport_hub,Intercity_train_connectivity,Gun_related_deaths,Guns_per_residents,Pisa_ranking,Best_university,Large_apartment,Medium_apartment,Small_apartment,Description,Poblacion,Cities
142,94.0,0.02,33.711,0.2,88.0, Legal, Legal, Legal,0.21,78,173,134,124,EUR,46.0,1.0,71.0,13.0,0.69,158,0.48,1,10,22,Autonomous University of Madrid,1500,1200,870,"Madrid, Spain, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.
Madrid is one of the top ten city matches for 6.3% of Teleport users.",10070300,Madrid
143,107.0,0.04,33.711,0.2,88.0, Legal, Legal, Legal,0.21,49,60,42,33,EUR,38.0,0.8,49.0,11.0,0.52,115,0.35,1,10,17,No hay dato,920,780,640,"Malaga, Spain, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and business freedom.",603400,Malaga
144,0.0,0.09,45.986,0.07,93.59, Equal, Sexual orientation and gender identity,0.10,0.25,103,74,19,30,SEK,36.0,1.6,62.0,12.0,0.57,126,0.39,1,21,13,No hay dato,1300,1000,770,"Malmo, Sweden, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.",345900,Malmo
145,252.0,0.02,4.736,0.06,83.04, Equal,Sexual orientation only,1.00,0.15,33,43,3,17,NIO,17.0,1.1,4.4,37.0,0.12,8,0.0,5,8,0,No hay dato,500,400,290,"Managua, Nicaragua, features a very safe living environment. This urban area is consistently ahead in tolerance.",1056300,Managua
146,13.0,0.04,39.511,0.05,76.0, Legal, Legal, Legal,0.2,81,111,45,81,GBP,40.0,2.4,78.0,16.0,0.69,160,0.59,0,6,17,University of Manchester,1500,1200,970,"Manchester, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and tolerance.
Manchester is one of the top ten city matches for 1.0% of Teleport users.",1945900,Manchester
147,12.5,0.03,6.962,0.07,73.0, Single only, Legal, Not legal,0.12,296,300,140,96,PHP,43.0,0.85,20.0,4.4,0.39,78,0.14,9,5,0,No hay dato,870,630,390,"Manila, Philippines, differentiates itself with low living costs. Our data reflects that this city has a good ranking in housing and leisure & culture.
Manila is one of the top ten city matches for 0.3% of Teleport users.",10008200,Manila
148,12.7,0.01,40.375,0.1,77.0, Legal, Legal, Legal,0.2,107,61,52,81,EUR,42.0,2.0,56.0,15.0,0.41,85,0.78,3,31,19,Aix-Marseille University,1200,930,720,"Marseille, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare.",3093900,Marseille
149,12.5,0.01,13.43,0.1,89.16, Equal,Sexual orientation only,0.95,0.16,66,73,49,45,COP,32.0,0.92,29.0,4.5,0.19,25,0.0,26,6,48,University of Antioquia,620,510,400,"Medellin, Colombia, differentiates itself with low living costs. According to our city rankings, this is a good place to live with high ratings in housing, safety and tolerance.
Medellin is one of the top ten city matches for 2.8% of Teleport users.",3271300,Medellin
150,12.6,0.07,46.433,0.06,79.0,No hay dato, Legal,Varies by Region,0.1,140,177,87,125,AUD,62.0,4.0,110.0,12.0,0.3,56,0.27,1,24,16,University of Melbourne,1900,1600,1300,"Melbourne, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, safety and healthcare.
Melbourne is one of the top ten city matches for 6.7% of Teleport users.",8223700,Melbourne
151,118.0,0.01,54.597,0.05,70.0, Equal, No protections,0.10,0.09,91,79,61,52,USD,35.0,1.6,46.0,15.0,0.21,32,0.12,16,96,16,No hay dato,1200,990,800,"Memphis, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and leisure & culture.",1548200,Memphis
152,12.5,0.01,17.881,0.04,61.0, Legal, Legal, Legal,0.16,152,153,136,217,MXN,64.0,1.0,18.0,5.6,0.45,94,0.13,11,15,46,National Autonomous University of Mexico,900,710,520,"Mexico City, Mexico, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and startups.
Mexico City is one of the top ten city matches for 0.7% of Teleport users.",32933200,Mexico-City
153,75.0,0.03,54.597,0.05,67.19, Equal, No protections,0.53,0.07,177,237,113,147,USD,36.0,2.2,100.0,19.0,0.72,167,0.11,12,98,24,University of Miami,2400,1900,1400,"Miami, Florida, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and leisure & culture.
Miami is one of the top ten city matches for 0.3% of Teleport users.",5578900,Miami
154,12.8,0.01,35.486,0.11,74.0, Illegal, Legal, Civil unions,0.22,94,188,91,195,EUR,75.0,2.0,41.0,18.0,0.71,164,0.63,1,12,26,Polytechnic University of Milan,1800,1500,1100,"Milan, Italy, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.
Milan is one of the top ten city matches for 0.1% of Teleport users.",3956100,Milan
155,90.0,0.0,54.597,0.05,82.97, Equal,Sexual orientation only,0.12,0.06,195,177,110,116,USD,35.0,2.3,62.0,12.0,0.2,30,0.11,10,69,24,Medical College of Wisconsin,1500,1200,940,"Milwaukee, Wisconsin, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture.",1613500,Milwaukee
156,96.0,0.03,54.597,0.05,96.88, Equal, Sexual orientation and gender identity,0.46,0.08,206,197,102,165,USD,47.0,2.3,70.0,16.0,0.58,130,0.13,8,85,24,University of Minnesota,1900,1500,1200,"Minneapolis-Saint Paul, Minnesota, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and leisure & culture.
Minneapolis-Saint Paul is one of the top ten city matches for 4.5% of Teleport users.",3236800,Minneapolis-Saint-Paul
157,13.0,0.04,18.161,0.01,56.93, Equal,Ambiguous,0.92,0.2,103,106,73,118,BYN,38.0,0.83,15.0,6.7,0.25,41,0.51,0,7,0,Belarusian State University,470,400,330,"Minsk, Belarus, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and environmental quality.
Minsk is one of the top ten city matches for 7.2% of Teleport users.",2097800,Minsk
158,302.0,0.01,20.556,0.08,96.4, Equal, Sexual orientation and gender identity,0.95,0.22,62,82,62,69,UYU,53.0,2.1,51.0,12.0,0.14,12,0.1,12,32,34,No hay dato,930,750,580,"Montevideo, Uruguay, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in business freedom and tolerance.",1452900,Montevideo
159,12.8,0.04,44.843,0.07,80.0, Legal, Legal, Legal,0.05,107,84,54,98,CAD,38.0,2.5,63.0,12.0,0.44,93,0.25,2,31,5,McGill University,1100,930,730,"Montreal is the largest city of Canada's French-speaking region, and a center for finance, aerospace and international organizations. With its unique culture, bilingual residents (French/English) and beautiful architecture, Montreal offers 50 of Canada's National Historic sites—more than any other Canadian city. Add Montreal's tolerant people plus a relatively low cost of living and you get a city worthy of strong consideration.
Montreal is one of the top ten city matches for 15.0% of Teleport users.",4264200,Montreal
160,0.0,0.06,24.805,0.08,16.0, Single only, Legal, Not legal,0.18,253,289,205,309,RUB,68.0,1.1,36.0,9.2,1.0,257,0.81,25,9,21,Lomonosov Moscow State University,1500,1200,840,"By Kevin Kiseljov

Moscow is a lively city, rich in history and culture. It is Russia's national center for visual and performing arts and home to some of the best known performance companies in the world. Renowned for its grand architecture, the city boasts excellent travel connections and low cost of living. With more than 12 million residents, Moscow is among the most populous cities in the world, but roughly 40% of its territory is still covered by greenery.
Moscow is one of the top ten city matches for 4.7% of Teleport users.",22286900,Moscow
161,12.5,0.04,5.855,0.08,24.29, Equal,Ambiguous,0.55,0.06,142,159,40,105,INR,36.0,2.0,10.0,6.0,0.4,83,0.68,0,4,0,Indian Institute of Technology Bombay,980,740,500,"Mumbai, the most populous city in India, offers a wide variety of jobs from conventional industries to IT services. It is also home to the Bollywood film industry. As India's capital of finance, Mumbai has the greatest number of fin-tech startups, while the cost of living and rental prices remain reasonably low.
Mumbai is one of the top ten city matches for 14.2% of Teleport users.",21842100,Mumbai
162,12.8,0.04,45.888,0.04,87.0, Step-child adoption only, Legal, Civil unions,0.19,107,107,99,83,EUR,56.0,1.4,74.0,16.0,0.81,191,0.8,1,30,10,LMU Munich,2200,1800,1400,"Munich has a strong background in multiple industries, and is now a center for software and biotechnology. It's also the second largest publishing center in the world. People who love sports or nature aren't left out either: the Bavarian Alps allow winter lovers to indulge themselves while FC Bayern Munich is one of the most important football teams in the world.
Munich is one of the top ten city matches for 32.7% of Teleport users.",3657500,Munich
163,12.5,0.14,3.084,0.4,8.0, Illegal, Illegal (imprisonment as punishment), Not legal,0.16,55,85,9,28,KES,81.0,1.6,28.0,6.1,0.36,72,0.1,33,6,0,University of Nairobi,920,680,440,"Nairobi, Kenya, is characterized by reasonably priced housing. This urban area is consistently ahead in cost of living.",2814900,Nairobi
164,12.8,0.01,40.375,0.1,77.0, Legal, Legal, Legal,0.2,60,47,21,100,EUR,44.0,2.2,71.0,17.0,0.3,55,0.7,3,31,19,University of Nantes,1200,900,640,"Nantes, France, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, safety and healthcare.",623100,Nantes
165,12.7,-0.04,35.486,0.11,74.0, Illegal, Legal, Civil unions,0.22,75,65,63,34,EUR,52.0,2.2,50.0,13.0,0.28,51,0.5,1,12,26,University of Naples Federico II,930,770,610,"Naples, Italy, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in healthcare and tolerance.",1913800,Naples
166,103.0,0.03,54.597,0.05,70.0, Equal, No protections,0.65,0.09,148,191,41,61,USD,38.0,2.1,66.0,14.0,0.27,47,0.11,16,96,24,Vanderbilt University,1900,1600,1200,"Nashville, Tennessee, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Nashville is one of the top ten city matches for 0.3% of Teleport users.",530900,Nashville
167,101.0,-0.11,54.597,0.05,72.81, Equal, No protections,0.29,0.1,148,133,53,73,USD,54.0,3.0,53.0,18.0,0.24,0,0.0,0,0,0,No hay dato,1600,1400,1200,"New Orleans, Louisiana, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and leisure & culture.",947300,New-Orleans
168,107.0,-0.01,54.597,0.05,86.72, Equal,Sexual orientation only,0.46,0.09,360,286,216,175,USD,83.0,2.9,120.0,18.0,0.92,220,0.41,4,26,24,Columbia University,3800,3100,2400,"The New York metropolitan area is one of the most populated cities in the world. New York City itself is an international center for numerous industries including finance, theater, television, film, arts, and technology. It is also home to an astonishing 37% of foreign-born residents. Costs are high, but so are the energy levels and ambitious spirit. Whether you're visiting or planning to move, the ""Big Apple"" has something to offer for everyone.
New York is one of the top ten city matches for 13.9% of Teleport users.",28940400,New-York
169,0.0,-0.02,40.375,0.1,77.0, Legal, Legal, Legal,0.2,47,33,29,23,EUR,57.0,2.1,44.0,20.0,0.43,91,0.86,3,31,19,University of Nice Sophia Antipolis,1500,1200,840,"Nice, France, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in safety and healthcare.",370900,Nice
170,336.0,0.03,30.769,0.12,73.65, Equal, Sexual orientation and gender identity,0.75,0.19,92,104,48,27,EUR,58.0,1.4,49.0,16.0,0.32,61,0.0,2,36,39,University of Cyprus,750,600,460,"Nicosia, Cyprus, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.
Nicosia is one of the top ten city matches for 0.9% of Teleport users.",234900,Nicosia
171,139.0,0.05,54.597,0.05,67.67, Unequal, No protections,0.52,0.08,144,131,81,109,USD,27.0,2.7,45.0,11.0,0.17,20,0.11,16,121,16,No hay dato,1200,990,820,"Oklahoma City, Oklahoma, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.
Oklahoma City is one of the top ten city matches for 1.6% of Teleport users.",1199600,Oklahoma-City
172,111.0,0.05,54.597,0.05,72.81, Equal, No protections,0.42,0.07,150,143,30,64,USD,36.0,2.0,51.0,10.0,0.16,19,0.12,9,70,24,University of Nebraska Medical Center,1200,990,760,"Omaha, Nebraska, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, healthcare and environmental quality.",639900,Omaha
173,90.0,0.12,54.597,0.05,67.19, Equal, No protections,0.48,0.07,231,202,109,86,USD,38.0,2.4,56.0,15.0,0.64,146,0.11,12,98,16,No hay dato,1500,1300,1100,"Orlando, Florida, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in healthcare and environmental quality.
Orlando is one of the top ten city matches for 0.5% of Teleport users.",1465500,Orlando
174,12.6,-0.01,37.39,0.03,54.0,Ambiguous, Legal, Unrecognized,0.08,218,234,165,102,JPY,73.0,1.6,84.0,7.5,0.36,71,0.88,0,1,3,Osaka University,1100,840,600,"Osaka, Japan, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.",10762400,Osaka
175,177.0,0.07,66.937,0.05,93.13, Equal, Sexual orientation and gender identity,0.45,0.25,120,95,85,159,NOK,57.0,3.6,84.0,24.0,0.55,123,0.48,2,31,13,University of Oslo,2200,1900,1600,"Oslo, Norway, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Oslo is one of the top ten city matches for 0.9% of Teleport users.",1241700,Oslo
176,246.7,0.07,44.843,0.07,80.0, Legal, Legal, Legal,0.05,65,85,44,41,CAD,42.0,2.3,89.0,14.0,0.19,26,0.12,2,31,5,University of Ottawa,1300,1100,840,"Ottawa, Canada, is characterized by a clean environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and safety.
Ottawa is one of the top ten city matches for 6.6% of Teleport users.",1269000,Ottawa
177,13.5,0.06,40.347,0.09,77.55, Equal, Sexual orientation and gender identity,0.88,0.24,27,38,21,13,EUR,64.0,2.6,14.0,56.0,0.1,3,0.44,3,27,6,University of Oulu,1100,910,690,"Oulu, Finland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.",211200,Oulu
178,0.0,0.05,39.511,0.05,76.0, Legal, Legal, Legal,0.2,24,23,11,10,GBP,57.0,2.8,86.0,14.0,1.0,294,0.59,0,6,17,University of Oxford,2400,1900,1400,"Oxford, United Kingdom, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in travel connectivity, safety and healthcare.",189000,Oxford
179,0.0,0.01,54.597,0.05,0.0,No hay dato,No hay dato,No hay dato,0.0,0,0,0,0,No hay dato,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0,0,No hay dato,0,0,0,"Palo Alto, California, is among the top cities with a high quality of education. According to our data, this is a good place to live with high ratings in healthcare, environmental quality and economy.

Palo Alto is part of Silicon Valley and the wider San Francisco Bay Area. For more information on scores and rankings, check San Francisco Bay Area's Teleport profile.",165100,Palo-Alto
180,102.0,0.09,19.455,0.05,60.76, Equal, No protections,0.75,0.07,69,96,19,41,PAB,26.0,1.5,6.0,63.0,0.4,82,0.0,15,22,0,No hay dato,1400,1200,880,"Panama, Panama, features a very safe living environment. Our data reflects that this city has a good ranking in taxation and tolerance.",1228800,Panama
181,180.0,0.02,40.375,0.1,77.0, Legal, Legal, Legal,0.2,142,147,119,295,EUR,72.0,2.7,88.0,17.0,1.0,317,1.0,3,31,19,École Normale Supérieure,2700,2000,1400,"Paris, the most visited city in the world, is a historical, cultural and esthetic gem that has played a major role in European history for centuries. Its overwhelming beauty, architectural wonders and national cuisine call to people from around the world, adding to its exciting and diverse environment. As a global economic center, Paris offers opportunities in a wide range of industries and business markets.
Paris is one of the top ten city matches for 9.5% of Teleport users.",10913500,Paris
182,12.5,0.07,46.433,0.06,79.0,No hay dato, Legal,Varies by Region,0.1,96,97,40,59,AUD,47.0,3.8,83.0,15.0,0.23,38,0.19,1,24,16,University of Western Australia,1800,1700,1600,"Perth, Australia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.",3152900,Perth
183,93.0,0.0,54.597,0.05,80.47, Equal, No protections,0.35,0.08,377,366,174,212,USD,34.0,2.4,88.0,15.0,0.55,123,0.16,11,129,24,University of Pennsylvania,2100,1700,1200,"Philadelphia, Pennsylvania, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and internet access.
Philadelphia is one of the top ten city matches for 0.4% of Teleport users.",3833200,Philadelphia
184,282.0,0.12,3.263,0.0,55.34, Equal, No protections,0.66,0.1,25,18,7,13,KHR,50.0,0.92,18.0,5.3,0.15,15,0.1,1,4,0,No hay dato,880,660,430,"Phnom Penh, Cambodia, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.",1625600,Phnom-Penh
185,211.0,0.13,54.597,0.05,70.0, Equal, No protections,0.40,0.09,192,175,70,58,USD,31.0,2.4,58.0,13.0,0.55,121,0.11,14,154,24,Arizona State University,1300,1100,860,"Phoenix, Arizona, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, leisure & culture and outdoors.
Phoenix is one of the top ten city matches for 0.2% of Teleport users.",4423600,Phoenix
186,12.5,0.36,14.354,0.01,61.15, Equal, Sexual orientation and gender identity,0.42,0.1,112,86,61,30,THB,48.0,2.2,14.0,5.2,0.21,32,0.15,1,16,43,No hay dato,760,590,410,"Phuket, Thailand, is characterized by reasonably priced housing. Our data reflects that this city has a good ranking in cost of living and taxation.",340200,Phuket
187,58.0,-0.03,54.597,0.05,80.47, Equal, No protections,0.66,0.07,146,174,89,155,USD,34.0,2.8,95.0,12.0,0.23,38,0.11,11,129,24,Carnegie Mellon University,1500,1200,880,"Pittsburgh, Pennsylvania, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.
Pittsburgh is one of the top ten city matches for 1.0% of Teleport users.",1507600,Pittsburgh
188,68.0,0.05,54.597,0.05,96.88, Equal, Sexual orientation and gender identity,0.64,0.0,140,124,77,77,USD,41.0,2.6,94.0,14.0,0.31,57,0.14,12,93,24,Oregon Health and Science University,2000,1700,1400,"Portland, Oregon, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, healthcare and environmental quality.
Portland, OR is one of the top ten city matches for 0.7% of Teleport users.",2104100,Portland-or
189,12.7,-0.03,26.975,0.11,95.36, Equal, Sexual orientation and gender identity,0.93,0.23,84,100,73,126,EUR,41.0,1.1,42.0,7.7,0.32,61,0.3,2,9,18,University of Porto,920,730,540,"Porto, Portugal, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety.
Porto is one of the top ten city matches for 1.3% of Teleport users.",1684200,Porto
190,242.0,0.0,16.096,0.13,60.0, Legal, Legal, Legal,0.42,164,171,58,89,BRL,35.0,2.4,63.0,7.4,0.19,27,0.0,21,8,52,Pontifical Catholic University of Rio Grande do Sul (PUCRS),670,530,390,"Porto Alegre, Brazil, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, leisure & culture and tolerance.",1822100,Porto-Alegre
191,12.9,0.08,29.925,0.06,81.25,No hay dato,No hay dato,No hay dato,0.0,117,139,143,116,CZK,45.0,0.82,26.0,7.4,0.45,94,0.65,2,17,21,Charles University in Prague,1100,940,740,"Prague, Czechia, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and healthcare.
Prague is one of the top ten city matches for 11.9% of Teleport users.",1860800,Prague
192,99.0,-0.01,54.597,0.05,93.13, Equal, Sexual orientation and gender identity,0.54,0.07,87,68,20,17,USD,73.0,2.5,12.0,32.0,0.48,103,0.12,5,29,24,Brown University,1500,1200,980,"Providence, Rhode Island, is among the leading cities with a speedy internet access. According to our city rankings, this is a good place to live with high ratings in business freedom, safety and healthcare.",341500,Providence
193,12.8,0.04,44.843,0.07,80.0, Legal, Legal, Legal,0.05,71,55,37,43,CAD,33.0,2.6,70.0,12.0,0.16,18,0.12,2,31,5,Laval University,850,700,550,"Quebec, Canada, features a very safe living environment. According to our city rankings, this is a good place to live with high ratings in housing, business freedom and healthcare.",767900,Quebec
194,12.5,0.09,11.244,0.06,86.69, Equal, Sexual orientation and gender identity,0.88,0.12,57,91,59,37,USD,56.0,1.5,13.0,4.2,0.18,23,0.0,16,1,0,No hay dato,620,520,430,"Quito, Ecuador, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and taxation.",1544900,Quito
195,111.0,0.13,54.597,0.05,67.58,Ambiguous, No protections,0.83,0.07,183,142,53,38,USD,47.0,2.6,43.0,11.0,0.24,39,0.11,12,95,24,Duke University,1500,1200,930,"Raleigh, North Carolina, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, education and environmental quality.
Raleigh is one of the top ten city matches for 3.4% of Teleport users.",1317300,Raleigh
196,13.6,0.06,43.637,0.03,92.79, Equal, Sexual orientation and gender identity,0.96,0.24,83,80,39,55,ISK,87.0,3.9,120.0,26.0,0.23,36,0.0,0,30,28,University of Iceland,2600,2100,1600,"Reykjavik, Iceland, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.
Reykjavik is one of the top ten city matches for 0.5% of Teleport users.",216900,Reykjavik
197,100.0,0.05,54.597,0.05,70.0, Equal, No protections,0.72,0.05,97,98,64,28,USD,29.0,1.8,63.0,13.0,0.16,19,0.11,10,246,16,No hay dato,1400,1100,920,"Richmond, Virginia, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in healthcare, environmental quality and internet access.",513700,Richmond
198,13.1,-0.03,23.707,0.1,74.15, Equal, Sexual orientation and gender identity,0.62,0.21,162,110,99,136,EUR,50.0,1.2,63.0,7.5,0.35,68,0.13,1,19,25,University of Latvia,710,580,450,"By Elizabete Laivina

Riga is a great place for young people due to its low cost of living and vibrant creative scene. It boasts excellent museums and art galleries, an active night life and close-by unspoiled nature. Riga is also an avid sports city with frequent football, basketball and ice hockey matches.
Riga is one of the top ten city matches for 1.1% of Teleport users.",990600,Riga
199,12.5,0.02,16.096,0.13,60.0, Legal, Legal, Legal,0.42,150,258,103,144,BRL,41.0,1.4,61.0,9.0,0.3,55,0.0,21,8,52,Pontifical Catholic University of Rio de Janeiro (PUC-Rio),970,760,560,"Rio de Janeiro is the second most populous city in Brazil, known for the beautiful scenery samba rhythms and Carnival. It is the national center for oil, mining and telecommunications, but the major economic base is in tourism and entertainment industries. With affordable rentals, friendly expat community and tropical climate, Rio is for people looking for a relaxed and welcoming environment.
Rio De Janeiro is one of the top ten city matches for 0.2% of Teleport users.",10651900,Rio-De-Janeiro
200,12.5,0.12,52.183,0.11,3.19,No hay dato, No protections,0.48,0.0,55,68,35,45,SAR,96.0,1.2,42.0,7.8,0.39,79,0.1,1,35,0,King Saud University,840,670,500,"Riyadh, Saudi Arabia, is characterized by low taxes. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety.",4206000,Riyadh
201,61.0,-0.01,54.597,0.05,86.72, Equal,Sexual orientation only,0.29,0.08,110,103,54,26,USD,31.0,1.7,59.0,12.0,0.16,18,0.12,4,26,24,University of Rochester,1300,1100,810,"Rochester, New York, is among the top cities with a free business environment. Our data reflects that this city has a good ranking in housing and healthcare.",345300,Rochester
202,12.7,0.01,35.486,0.11,74.0, Illegal, Legal, Civil unions,0.22,77,66,84,126,EUR,79.0,1.6,45.0,16.0,0.8,189,0.48,1,12,26,Sapienza University of Rome,1800,1400,1100,"Rome, the Eternal City, is a historic marvel with great travel connections mild Mediterranean climate and intense urban energy. Its outgoing society is known for its style, fondness for football and the world-famous restaurants and cafes that can be sampled on every corner. Rome also hosts an independent country—Vatican City—within its borders. Its long history and modern achievements make Rome one of the most visited cities in the world.",3489600,Rome
203,130.0,0.02,47.355,0.06,97.37, Equal, Sexual orientation and gender identity,0.66,0.21,141,165,82,25,EUR,31.0,1.4,81.0,17.0,0.98,237,0.65,1,4,12,No hay dato,1500,1300,1000,"By Ander Hindremäe

Rotterdam is a multicultural hub with a modern look, low level of corruption, an advanced public transport system and superb network of bike-paths. While less touristy than some of its neighboring Dutch cities, Rotterdam hosts the largest port in Europe, making it an important transit, logistical and marine center. With its high quality of life and lively cultural scene, Rotterdam has been welcoming visitors for almost 800 years.
Rotterdam is one of the top ten city matches for 1.6% of Teleport users.",989900,Rotterdam
204,13.3,0.03,24.805,0.08,16.0, Single only, Legal, Not legal,0.18,140,162,150,195,RUB,33.0,1.1,49.0,7.3,0.5,109,0.67,25,9,21,Saint Petersburg State University,930,720,510,"Saint Petersburg, Russia, features a wide variety of free time activities. According to our city rankings, this is a good place to live with high ratings in housing, cost of living and safety.
Saint Petersburg is one of the top ten city matches for 0.4% of Teleport users.",9148000,Saint-Petersburg
205,125.0,0.06,54.597,0.05,92.97, Equal, Sexual orientation and gender identity,0.77,0.07,137,116,57,15,USD,27.0,3.1,90.0,11.0,0.43,91,0.11,12,130,24,University of Utah,1500,1200,940,"Salt Lake City, Utah, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in venture capital, healthcare and internet access.
Salt Lake City is one of the top ten city matches for 2.4% of Teleport users.",1385100,Salt-Lake-City
206,106.0,0.1,54.597,0.05,64.44, Equal, No protections,0.60,0.08,136,201,71,65,USD,41.0,2.6,39.0,12.0,0.22,35,0.11,11,123,24,University of Texas at San Antonio,1500,1200,890,"San Antonio, Texas, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in cost of living, healthcare and internet access.
San Antonio is one of the top ten city matches for 0.5% of Teleport users.",1823400,San-Antonio
207,147.0,0.03,54.597,0.05,93.19, Equal, Sexual orientation and gender identity,0.75,0.08,250,233,94,131,USD,43.0,2.2,67.0,14.0,0.4,83,0.12,8,61,24,"University of California, San Diego",2300,1900,1500,"San Diego, California, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in startups, venture capital and safety.
San Diego is one of the top ten city matches for 1.4% of Teleport users.",4233700,San-Diego
208,298.0,0.02,54.597,0.05,93.19, Equal, Sexual orientation and gender identity,0.65,0.09,421,307,281,221,USD,75.0,2.5,93.0,14.0,0.51,111,0.22,8,61,24,Stanford University,4100,3300,2600,"San Francisco Bay Area, California, is among the leading cities with a higher number of accelerators or available funding. According to our city rankings, this is a good place to live with high ratings in startups, business freedom and healthcare.
San Francisco Bay Area is one of the top ten city matches for 6.9% of Teleport users.",10287800,San-Francisco-Bay-Area
209,271.0,0.03,14.864,0.09,77.43, Equal, Sexual orientation and gender identity,1.00,0.13,139,157,56,101,CRC,62.0,1.5,40.0,8.5,0.24,39,0.0,8,10,39,No hay dato,940,830,730,"San Jose, Costa Rica, is characterized by reasonably priced housing. According to our city rankings, this is a good place to live with high ratings in cost of living, safety and leisure & culture.",1140100,San-Jose
210,70.0,-0.03,14.0,0.0,73.0,No hay dato,No hay dato,No hay dato,0.0,111,71,49,21,USD,41.0,2.3,35.0,11.0,0.28,49,0.0,16,22,0,No hay dato,1200,950,710,"San Juan, Puerto Rico, is characterized by reasonably priced housing. This urban area is consistently ahead in leisure & culture.",581800,San-Juan
211,337.0,0.03,54.597,0.05,93.19, Equal, Sexual orientation and gender identity,0.98,0.0,29,24,11,4,USD,12.0,3.4,0.0,42.0,0.11,4,0.12,8,61,16,No hay dato,2500,1900,1200,"San Luis Obispo, California, is among the top cities with a free business environment. According to our city rankings, this is a good place to live with high ratings in safety, healthcare and environmental quality.",47300,San-Luis-Obispo
